,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_CP060011.1_378529_378964_pos,H5029_01750,,,378529,378964,pos,True,pilin,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996915.1
CDS_CP060011.1_379021_380332_pos,H5029_01755,QPO00060.1,,379021,380332,pos,,O-antigen ligase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000914625.1
CDS_CP060011.1_380439_382068_pos,H5029_01760,QPO00061.1,,380439,382068,pos,,O-antigen ligase C-terminal domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996913.1
CDS_CP060011.1_382109_382574_neg,H5029_01765,QPO00062.1,bfr,382109,382574,neg,,bacterioferritin,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996912.1
CDS_CP060011.1_382818_383001_neg,H5029_01770,QPO01369.1,,382818,383001,neg,,(2Fe-2S)-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996911.1
CDS_CP060011.1_383222_383606_neg,H5029_01775,QPO00063.1,,383222,383606,neg,,RidA family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996909.1
CDS_CP060011.1_383726_385832_neg,H5029_01780,QPO00064.1,,383726,385832,neg,,"bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase",,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996908.1
CDS_CP060011.1_385871_386001_neg,H5029_01785,,,385871,386001,neg,True,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996907.1
CDS_CP060011.1_386039_386318_neg,H5029_01790,QPO00065.1,rpoZ,386039,386318,neg,,DNA-directed RNA polymerase subunit omega,,2.7.7.6,,COORDINATES: similar to AA sequence:RefSeq:WP_004923811.1
CDS_CP060011.1_386390_387020_neg,H5029_01795,QPO00066.1,gmk,386390,387020,neg,,guanylate kinase,,2.7.4.8,,COORDINATES: similar to AA sequence:RefSeq:YP_004996905.1
CDS_CP060011.1_387142_388093_pos,H5029_01800,QPO00067.1,ispH,387142,388093,pos,,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,,1.17.7.4,,COORDINATES: similar to AA sequence:RefSeq:YP_004996904.1
CDS_CP060011.1_388262_388736_pos,H5029_01805,QPO00068.1,,388262,388736,pos,,GspH/FimT family pseudopilin,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001214061.1
CDS_CP060011.1_388729_389290_pos,H5029_01810,QPO00069.1,pilV,388729,389290,pos,,type IV pilus modification protein PilV,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996902.1
CDS_CP060011.1_389290_390292_pos,H5029_01815,QPO00070.1,,389290,390292,pos,,PilW family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017816906.1
CDS_CP060011.1_390288_391107_pos,H5029_01820,QPO00071.1,,390288,391107,pos,,pilus assembly protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000149369.1
CDS_CP060011.1_391118_394973_pos,H5029_01825,QPO00072.1,,391118,394973,pos,,VWA domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_020752638.1
CDS_CP060011.1_394985_395468_pos,H5029_01830,QPO00073.1,,394985,395468,pos,,prepilin-type N-terminal cleavage/methylation domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996898.1
CDS_CP060011.1_395464_395890_pos,H5029_01835,QPO00074.1,,395464,395890,pos,,prepilin-type N-terminal cleavage/methylation domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996897.1
CDS_CP060011.1_396036_396288_pos,H5029_01840,QPO00075.1,rpsP,396036,396288,pos,,30S ribosomal protein S16,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996896.1
CDS_CP060011.1_396307_396856_pos,H5029_01845,QPO00076.1,rimM,396307,396856,pos,,ribosome maturation factor RimM,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996895.1
CDS_CP060011.1_396901_397642_pos,H5029_01850,QPO00077.1,trmD,396901,397642,pos,,tRNA (guanosine(37)-N1)-methyltransferase TrmD,,2.1.1.228,,COORDINATES: similar to AA sequence:RefSeq:WP_005122453.1
CDS_CP060011.1_397850_398219_pos,H5029_01855,QPO00078.1,rplS,397850,398219,pos,,50S ribosomal protein L19,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996893.1
CDS_CP060011.1_398271_399213_neg,H5029_01860,QPO01370.1,,398271,399213,neg,,triacylglycerol lipase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996892.1
CDS_CP060011.1_399327_400362_neg,H5029_01865,QPO00079.1,,399327,400362,neg,,lipase secretion chaperone,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996891.1
CDS_CP060011.1_400515_401421_pos,H5029_01870,QPO00080.1,truB,400515,401421,pos,,tRNA pseudouridine(55) synthase TruB,,5.4.99.25,,COORDINATES: similar to AA sequence:RefSeq:YP_004996890.1
CDS_CP060011.1_401440_402217_pos,H5029_01875,QPO00081.1,,401440,402217,pos,,TSUP family transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996889.1
CDS_CP060011.1_402426_402870_pos,H5029_01880,QPO00082.1,,402426,402870,pos,,hemerythrin domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996888.1
CDS_CP060011.1_402877_403738_neg,H5029_01885,QPO00083.1,,402877,403738,neg,,EamA family transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996887.1
CDS_CP060011.1_403829_404714_neg,H5029_01890,QPO00084.1,,403829,404714,neg,,EamA family transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996886.1
CDS_CP060011.1_404812_406045_neg,H5029_01895,QPO00085.1,serA,404812,406045,neg,,phosphoglycerate dehydrogenase,,1.1.1.95,,COORDINATES: similar to AA sequence:RefSeq:YP_004996885.1
CDS_CP060011.1_406424_407834_pos,H5029_01900,QPO00086.1,,406424,407834,pos,,FAD-binding oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996884.1
CDS_CP060011.1_407928_408297_pos,H5029_01905,QPO00087.1,,407928,408297,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004639658.1
CDS_CP060011.1_408342_408657_neg,H5029_01910,QPO00088.1,,408342,408657,neg,,antibiotic biosynthesis monooxygenase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996880.1
CDS_CP060011.1_408670_409258_neg,H5029_01915,QPO00089.1,,408670,409258,neg,,NAD(P)H-dependent oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996879.1
CDS_CP060011.1_409482_409848_pos,H5029_01920,QPO00090.1,,409482,409848,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_019457839.1
CDS_CP060011.1_410217_411447_pos,H5029_01925,QPO00091.1,,410217,411447,pos,,MFS transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996877.1
CDS_CP060011.1_411483_413634_neg,H5029_01930,QPO00092.1,yccS,411483,413634,neg,,TIGR01666 family membrane protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996876.1
CDS_CP060011.1_413827_414403_neg,H5029_01935,QPO00093.1,,413827,414403,neg,,superoxide dismutase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005134615.1
CDS_CP060011.1_414518_415637_neg,H5029_01940,QPO00094.1,,414518,415637,neg,,AI-2E family transporter,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000553808.1
CDS_CP060011.1_415759_416404_neg,H5029_01945,QPO00095.1,,415759,416404,neg,,ParA family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996873.1
CDS_CP060011.1_416562_417030_pos,H5029_01950,QPO00096.1,,416562,417030,pos,,endonuclease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996872.1
CDS_CP060011.1_417169_417733_pos,H5029_01955,QPO00097.1,,417169,417733,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996871.1
CDS_CP060011.1_417782_418316_neg,H5029_01960,QPO00098.1,,417782,418316,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004711732.1
CDS_CP060011.1_418331_419126_neg,H5029_01965,QPO00099.1,,418331,419126,neg,,class I SAM-dependent methyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002048800.1
CDS_CP060011.1_419253_420531_pos,H5029_01970,QPO00100.1,,419253,420531,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996868.1
CDS_CP060011.1_420944_422378_pos,H5029_01975,QPO00101.1,,420944,422378,pos,,amino acid permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996867.1
CDS_CP060011.1_423401_424673_pos,H5029_01980,QPO00102.1,,423401,424673,pos,,Glu/Leu/Phe/Val dehydrogenase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996866.1
CDS_CP060011.1_424817_426032_pos,H5029_01985,QPO00103.1,,424817,426032,pos,,aspartate aminotransferase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996865.1
CDS_CP060011.1_426050_427082_pos,H5029_01990,QPO00104.1,astA,426050,427082,pos,,arginine N-succinyltransferase,,2.3.1.109,,COORDINATES: similar to AA sequence:RefSeq:YP_004996864.1
CDS_CP060011.1_427081_428551_pos,H5029_01995,QPO00105.1,astD,427081,428551,pos,,succinylglutamate-semialdehyde dehydrogenase,,1.2.1.71,,COORDINATES: similar to AA sequence:RefSeq:YP_004996863.1
CDS_CP060011.1_428568_429912_pos,H5029_02000,QPO00106.1,astB,428568,429912,pos,,N-succinylarginine dihydrolase,,3.5.3.23,,COORDINATES: similar to AA sequence:RefSeq:YP_004996862.1
CDS_CP060011.1_429924_430899_pos,H5029_02005,QPO00107.1,astE,429924,430899,pos,,succinylglutamate desuccinylase,,3.5.1.96,,COORDINATES: similar to AA sequence:RefSeq:WP_001150825.1
CDS_CP060011.1_430962_431724_neg,H5029_02010,QPO00108.1,,430962,431724,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996860.1
CDS_CP060011.1_432316_432625_pos,H5029_02015,QPO01371.1,,432316,432625,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996859.1
CDS_CP060011.1_432660_434016_pos,H5029_02020,QPO00109.1,,432660,434016,pos,,S8 family serine peptidase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996858.1
CDS_CP060011.1_434114_434546_neg,H5029_02025,QPO00110.1,,434114,434546,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996857.1
CDS_CP060011.1_434640_435060_neg,H5029_02030,QPO00111.1,,434640,435060,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996856.1
CDS_CP060011.1_435208_436075_neg,H5029_02035,QPO00112.1,,435208,436075,neg,,LysR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996853.1
CDS_CP060011.1_436183_437086_pos,H5029_02040,QPO00113.1,,436183,437086,pos,,EamA family transporter,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002133682.1
CDS_CP060011.1_437121_437406_pos,H5029_02045,QPO00114.1,,437121,437406,pos,,GTP cyclohydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_020753483.1
CDS_CP060011.1_437458_439528_neg,H5029_02050,QPO00115.1,,437458,439528,neg,,glycine--tRNA ligase subunit beta,,6.1.1.14,,COORDINATES: similar to AA sequence:RefSeq:YP_004996851.1
CDS_CP060011.1_439527_440505_neg,H5029_02055,QPO00116.1,glyQ,439527,440505,neg,,glycine--tRNA ligase subunit alpha,,6.1.1.14,,COORDINATES: similar to AA sequence:RefSeq:YP_004996850.1
CDS_CP060011.1_440599_441022_neg,H5029_02060,QPO00117.1,,440599,441022,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004833719.1
CDS_CP060011.1_441051_441468_pos,H5029_02065,QPO00118.1,,441051,441468,pos,,DUF1311 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996848.1
CDS_CP060011.1_441577_442840_pos,H5029_02070,QPO00119.1,,441577,442840,pos,,putative DNA modification/repair radical SAM protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996847.1
CDS_CP060011.1_442842_443640_pos,H5029_02075,QPO00120.1,,442842,443640,pos,,TIGR03915 family putative DNA repair protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996846.1
CDS_CP060011.1_443772_444873_pos,H5029_02080,QPO00121.1,,443772,444873,pos,,HPP family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996845.1
CDS_CP060011.1_444942_445197_neg,H5029_02085,QPO00122.1,,444942,445197,neg,,PspC domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004705323.1
CDS_CP060011.1_445450_446098_pos,H5029_02090,QPO00123.1,,445450,446098,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000054113.1
CDS_CP060011.1_446170_447994_neg,H5029_02095,QPO00124.1,,446170,447994,neg,,acyl-CoA dehydrogenase C-terminal domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996842.1
CDS_CP060011.1_448251_450555_pos,H5029_02100,QPO00125.1,,448251,450555,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996841.1
CDS_CP060011.1_450600_451389_neg,H5029_02105,QPO00126.1,aroE,450600,451389,neg,,shikimate dehydrogenase,,1.1.1.25,,COORDINATES: similar to AA sequence:RefSeq:YP_004996840.1
CDS_CP060011.1_451562_452513_neg,H5029_02110,QPO00127.1,hemF,451562,452513,neg,,oxygen-dependent coproporphyrinogen oxidase,,1.3.3.3,,COORDINATES: similar to AA sequence:RefSeq:YP_004996839.1
CDS_CP060011.1_452640_453243_neg,H5029_02115,QPO00128.1,ribA,452640,453243,neg,,GTP cyclohydrolase II,,3.5.4.25,,COORDINATES: similar to AA sequence:RefSeq:YP_004996838.1
CDS_CP060011.1_453546_455451_pos,H5029_02120,QPO00129.1,dxs,453546,455451,pos,,1-deoxy-D-xylulose-5-phosphate synthase,,2.2.1.7,,COORDINATES: similar to AA sequence:RefSeq:YP_004996837.1
CDS_CP060011.1_455573_456404_pos,H5029_02125,QPO01372.1,,455573,456404,pos,,inositol monophosphatase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996836.1
CDS_CP060011.1_456813_458634_pos,H5029_02130,QPO00130.1,,456813,458634,pos,,DEAD/DEAH box helicase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996835.1
CDS_CP060011.1_458725_458911_pos,H5029_02135,QPO01553.1,,458725,458911,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP060011.1_459037_459856_pos,H5029_02140,QPO00131.1,,459037,459856,pos,,ABC transporter ATP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004804074.1
CDS_CP060011.1_459852_460629_pos,H5029_02145,QPO00132.1,mlaE,459852,460629,pos,,lipid asymmetry maintenance ABC transporter permease subunit MlaE,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996832.1
CDS_CP060011.1_460628_461309_pos,H5029_02150,QPO00133.1,,460628,461309,pos,,outer membrane lipid asymmetry maintenance protein MlaD,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996831.1
CDS_CP060011.1_461335_461977_pos,H5029_02155,QPO00134.1,,461335,461977,pos,,ABC transporter substrate-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_020752634.1
CDS_CP060011.1_461988_462276_pos,H5029_02160,QPO00135.1,,461988,462276,pos,,STAS domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996829.1
CDS_CP060011.1_462345_463359_neg,H5029_02165,QPO00136.1,,462345,463359,neg,,magnesium and cobalt transport protein CorA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996828.1
CDS_CP060011.1_463516_464098_pos,H5029_02170,QPO00137.1,,463516,464098,pos,,TIGR00730 family Rossman fold protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996827.1
CDS_CP060011.1_464112_464514_pos,H5029_02175,QPO00138.1,,464112,464514,pos,,NUDIX domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002044984.1
CDS_CP060011.1_464516_465152_neg,H5029_02180,QPO00139.1,,464516,465152,neg,,ComF family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006582596.1
CDS_CP060011.1_465144_467190_neg,H5029_02185,QPO00140.1,recG,465144,467190,neg,,ATP-dependent DNA helicase RecG,,3.6.4.12,,COORDINATES: similar to AA sequence:RefSeq:YP_004996824.1
CDS_CP060011.1_467210_468026_pos,H5029_02190,QPO00141.1,,467210,468026,pos,,NAD(P)H-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016804173.1
CDS_CP060011.1_468105_469092_pos,H5029_02195,QPO00142.1,adeT2,468105,469092,pos,,putative multidrug efflux protein AdeT2,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000712907.1
CDS_CP060011.1_469135_471706_neg,H5029_02200,QPO00143.1,plsB,469135,471706,neg,,glycerol-3-phosphate 1-O-acyltransferase PlsB,,2.3.1.15,,COORDINATES: similar to AA sequence:RefSeq:WP_002061248.1
CDS_CP060011.1_471981_472854_pos,H5029_02205,QPO00144.1,,471981,472854,pos,,acyl-CoA thioesterase II,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996820.1
CDS_CP060011.1_472960_474226_pos,H5029_02210,QPO01373.1,,472960,474226,pos,,dicarboxylate/amino acid:cation symporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996819.1
CDS_CP060011.1_474268_475219_neg,H5029_02215,QPO00145.1,,474268,475219,neg,,metal-dependent hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996818.1
CDS_CP060011.1_475342_476119_neg,H5029_02220,QPO00146.1,,475342,476119,neg,,YihA family ribosome biogenesis GTP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996817.1
CDS_CP060011.1_476227_476665_neg,H5029_02225,QPO00147.1,,476227,476665,neg,,Rrf2 family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996816.1
CDS_CP060011.1_476750_477515_neg,H5029_02230,QPO00148.1,,476750,477515,neg,,flavohemoprotein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996815.1
CDS_CP060011.1_477660_479208_neg,H5029_02235,QPO00149.1,,477660,479208,neg,,DUF853 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996813.1
CDS_CP060011.1_479251_480442_neg,H5029_02240,QPO00150.1,,479251,480442,neg,,PLP-dependent transferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996812.1
CDS_CP060011.1_480609_481338_pos,H5029_02245,QPO00151.1,,480609,481338,pos,,type 1 glutamine amidotransferase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000835292.1
CDS_CP060011.1_481589_481901_pos,H5029_02250,QPO00152.1,rpsJ,481589,481901,pos,,30S ribosomal protein S10,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014268624.1
CDS_CP060011.1_481958_482597_pos,H5029_02255,QPO00153.1,rplC,481958,482597,pos,,50S ribosomal protein L3,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996809.1
CDS_CP060011.1_482608_483211_pos,H5029_02260,QPO00154.1,rplD,482608,483211,pos,,50S ribosomal protein L4,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996808.1
CDS_CP060011.1_483207_483528_pos,H5029_02265,QPO00155.1,rplW,483207,483528,pos,,50S ribosomal protein L23,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996807.1
CDS_CP060011.1_483539_484364_pos,H5029_02270,QPO00156.1,rplB,483539,484364,pos,,50S ribosomal protein L2,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004924105.1
CDS_CP060011.1_484377_484653_pos,H5029_02275,QPO00157.1,rpsS,484377,484653,pos,,30S ribosomal protein S19,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996805.1
CDS_CP060011.1_484664_484994_pos,H5029_02280,QPO01374.1,rplV,484664,484994,pos,,50S ribosomal protein L22,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996804.1
CDS_CP060011.1_484995_485748_pos,H5029_02285,QPO00158.1,rpsC,484995,485748,pos,,30S ribosomal protein S3,,,,COORDINATES: similar to AA sequence:RefSeq:WP_009388013.1
CDS_CP060011.1_485751_486165_pos,H5029_02290,QPO00159.1,rplP,485751,486165,pos,,50S ribosomal protein L16,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004934537.1
CDS_CP060011.1_486164_486362_pos,H5029_02295,QPO00160.1,rpmC,486164,486362,pos,,50S ribosomal protein L29,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996801.1
CDS_CP060011.1_486358_486616_pos,H5029_02300,QPO00161.1,rpsQ,486358,486616,pos,,30S ribosomal protein S17,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001291846.1
CDS_CP060011.1_486708_487077_pos,H5029_02305,QPO00162.1,rplN,486708,487077,pos,,50S ribosomal protein L14,,,,COORDINATES: similar to AA sequence:RefSeq:WP_007394238.1
CDS_CP060011.1_487086_487404_pos,H5029_02310,QPO00163.1,rplX,487086,487404,pos,,50S ribosomal protein L24,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996798.1
CDS_CP060011.1_487419_487956_pos,H5029_02315,QPO00164.1,rplE,487419,487956,pos,,50S ribosomal protein L5,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996797.1
CDS_CP060011.1_487965_488271_pos,H5029_02320,QPO00165.1,rpsN,487965,488271,pos,,30S ribosomal protein S14,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004924130.1
CDS_CP060011.1_488282_488678_pos,H5029_02325,QPO00166.1,rpsH,488282,488678,pos,,30S ribosomal protein S8,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996795.1
CDS_CP060011.1_488691_489225_pos,H5029_02330,QPO00167.1,rplF,488691,489225,pos,,50S ribosomal protein L6,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996794.1
CDS_CP060011.1_489239_489590_pos,H5029_02335,QPO00168.1,rplR,489239,489590,pos,,50S ribosomal protein L18,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996793.1
CDS_CP060011.1_489592_490090_pos,H5029_02340,QPO00169.1,rpsE,489592,490090,pos,,30S ribosomal protein S5,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996792.1
CDS_CP060011.1_490096_490273_pos,H5029_02345,QPO00170.1,rpmD,490096,490273,pos,,50S ribosomal protein L30,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996791.1
CDS_CP060011.1_490276_490717_pos,H5029_02350,QPO00171.1,rplO,490276,490717,pos,,50S ribosomal protein L15,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996790.1
CDS_CP060011.1_490762_492082_pos,H5029_02355,QPO01375.1,secY,490762,492082,pos,,preprotein translocase subunit SecY,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996789.1
CDS_CP060011.1_492102_492219_pos,H5029_02360,QPO00172.1,rpmJ,492102,492219,pos,,50S ribosomal protein L36,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996788.1
CDS_CP060011.1_492326_492683_pos,H5029_02365,QPO00173.1,rpsM,492326,492683,pos,,30S ribosomal protein S13,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996787.1
CDS_CP060011.1_492702_493089_pos,H5029_02370,QPO00174.1,rpsK,492702,493089,pos,,30S ribosomal protein S11,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996786.1
CDS_CP060011.1_493101_493728_pos,H5029_02375,QPO00175.1,rpsD,493101,493728,pos,,30S ribosomal protein S4,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004924159.1
CDS_CP060011.1_493745_494753_pos,H5029_02380,QPO00176.1,rpoA,493745,494753,pos,,DNA-directed RNA polymerase subunit alpha,,2.7.7.6,,COORDINATES: similar to AA sequence:RefSeq:YP_004996784.1
CDS_CP060011.1_494771_495149_pos,H5029_02385,QPO00177.1,rplQ,494771,495149,pos,,50S ribosomal protein L17,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996783.1
CDS_CP060011.1_495330_496821_pos,H5029_02390,QPO00178.1,,495330,496821,pos,,NAD(P)/FAD-dependent oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996782.1
CDS_CP060011.1_496869_498042_neg,H5029_02395,QPO00179.1,,496869,498042,neg,,acyl-CoA dehydrogenase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996781.1
CDS_CP060011.1_498241_498487_pos,H5029_02400,QPO01376.1,,498241,498487,pos,,succinate dehydrogenase assembly factor 2,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996780.1
CDS_CP060011.1_498493_498883_pos,H5029_02405,QPO00180.1,,498493,498883,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000607071.1
CDS_CP060011.1_499652_500738_pos,H5029_02410,QPO00181.1,,499652,500738,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_019457778.1
CDS_CP060011.1_500815_501382_pos,H5029_02415,QPO00182.1,rrtA,500815,501382,pos,,rhombosortase,,3.4.21.-,,COORDINATES: similar to AA sequence:RefSeq:WP_016804184.1
CDS_CP060011.1_501569_503765_pos,H5029_02420,QPO00183.1,,501569,503765,pos,,TRAP transporter large permease subunit,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996776.1
CDS_CP060011.1_503913_504345_neg,H5029_02425,QPO00184.1,,503913,504345,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996775.1
CDS_CP060011.1_504356_504566_neg,H5029_02430,QPO00185.1,,504356,504566,neg,,YheV family putative metal-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996774.1
CDS_CP060011.1_504606_506661_neg,H5029_02435,QPO00186.1,,504606,506661,neg,,M3 family metallopeptidase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996773.1
CDS_CP060011.1_506794_509212_neg,H5029_02440,QPO00187.1,rnr,506794,509212,neg,,ribonuclease R,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006582607.1
CDS_CP060011.1_509874_510468_pos,H5029_02460,QPO00188.1,,509874,510468,pos,,HAD-IB family hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996771.1
CDS_CP060011.1_510527_513011_neg,H5029_02465,QPO00189.1,,510527,513011,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000479308.1
CDS_CP060011.1_513801_514494_neg,H5029_02475,QPO00190.1,,513801,514494,neg,,nitroreductase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996768.1
CDS_CP060011.1_514718_515216_pos,H5029_02480,QPO00191.1,,514718,515216,pos,,YcxB family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996767.1
CDS_CP060011.1_515255_515897_pos,H5029_02485,QPO00192.1,,515255,515897,pos,,fumarylacetoacetate hydrolase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996766.1
CDS_CP060011.1_515973_516768_neg,H5029_02490,QPO00193.1,,515973,516768,neg,,helix-turn-helix transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_019456550.1
