,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_CP060013.1_481953_482592_pos,H5028_02250,QPO03659.1,rplC,481953,482592,pos,,50S ribosomal protein L3,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996809.1
CDS_CP060013.1_482603_483206_pos,H5028_02255,QPO03660.1,rplD,482603,483206,pos,,50S ribosomal protein L4,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996808.1
CDS_CP060013.1_483202_483523_pos,H5028_02260,QPO03661.1,rplW,483202,483523,pos,,50S ribosomal protein L23,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996807.1
CDS_CP060013.1_483534_484359_pos,H5028_02265,QPO03662.1,rplB,483534,484359,pos,,50S ribosomal protein L2,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004924105.1
CDS_CP060013.1_484372_484648_pos,H5028_02270,QPO03663.1,rpsS,484372,484648,pos,,30S ribosomal protein S19,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996805.1
CDS_CP060013.1_484659_484989_pos,H5028_02275,QPO04885.1,rplV,484659,484989,pos,,50S ribosomal protein L22,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996804.1
CDS_CP060013.1_484990_485743_pos,H5028_02280,QPO03664.1,rpsC,484990,485743,pos,,30S ribosomal protein S3,,,,COORDINATES: similar to AA sequence:RefSeq:WP_009388013.1
CDS_CP060013.1_485746_486160_pos,H5028_02285,QPO03665.1,rplP,485746,486160,pos,,50S ribosomal protein L16,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004934537.1
CDS_CP060013.1_486159_486357_pos,H5028_02290,QPO03666.1,rpmC,486159,486357,pos,,50S ribosomal protein L29,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996801.1
CDS_CP060013.1_486353_486611_pos,H5028_02295,QPO03667.1,rpsQ,486353,486611,pos,,30S ribosomal protein S17,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001291846.1
CDS_CP060013.1_486703_487072_pos,H5028_02300,QPO03668.1,rplN,486703,487072,pos,,50S ribosomal protein L14,,,,COORDINATES: similar to AA sequence:RefSeq:WP_007394238.1
CDS_CP060013.1_487081_487399_pos,H5028_02305,QPO03669.1,rplX,487081,487399,pos,,50S ribosomal protein L24,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996798.1
CDS_CP060013.1_487414_487951_pos,H5028_02310,QPO03670.1,rplE,487414,487951,pos,,50S ribosomal protein L5,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996797.1
CDS_CP060013.1_487960_488266_pos,H5028_02315,QPO03671.1,rpsN,487960,488266,pos,,30S ribosomal protein S14,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004924130.1
CDS_CP060013.1_488277_488673_pos,H5028_02320,QPO03672.1,rpsH,488277,488673,pos,,30S ribosomal protein S8,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996795.1
CDS_CP060013.1_488686_489220_pos,H5028_02325,QPO03673.1,rplF,488686,489220,pos,,50S ribosomal protein L6,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996794.1
CDS_CP060013.1_489234_489585_pos,H5028_02330,QPO03674.1,rplR,489234,489585,pos,,50S ribosomal protein L18,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996793.1
CDS_CP060013.1_489587_490085_pos,H5028_02335,QPO03675.1,rpsE,489587,490085,pos,,30S ribosomal protein S5,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996792.1
CDS_CP060013.1_490091_490268_pos,H5028_02340,QPO03676.1,rpmD,490091,490268,pos,,50S ribosomal protein L30,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996791.1
CDS_CP060013.1_490271_490712_pos,H5028_02345,QPO03677.1,rplO,490271,490712,pos,,50S ribosomal protein L15,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996790.1
CDS_CP060013.1_490757_492077_pos,H5028_02350,QPO04886.1,secY,490757,492077,pos,,preprotein translocase subunit SecY,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996789.1
CDS_CP060013.1_492097_492214_pos,H5028_02355,QPO03678.1,rpmJ,492097,492214,pos,,50S ribosomal protein L36,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996788.1
CDS_CP060013.1_492321_492678_pos,H5028_02360,QPO03679.1,rpsM,492321,492678,pos,,30S ribosomal protein S13,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996787.1
CDS_CP060013.1_492697_493084_pos,H5028_02365,QPO03680.1,rpsK,492697,493084,pos,,30S ribosomal protein S11,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996786.1
CDS_CP060013.1_493096_493723_pos,H5028_02370,QPO03681.1,rpsD,493096,493723,pos,,30S ribosomal protein S4,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004924159.1
CDS_CP060013.1_493740_494748_pos,H5028_02375,QPO03682.1,rpoA,493740,494748,pos,,DNA-directed RNA polymerase subunit alpha,,2.7.7.6,,COORDINATES: similar to AA sequence:RefSeq:YP_004996784.1
CDS_CP060013.1_494766_495144_pos,H5028_02380,QPO03683.1,rplQ,494766,495144,pos,,50S ribosomal protein L17,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996783.1
CDS_CP060013.1_495325_496816_pos,H5028_02385,QPO03684.1,,495325,496816,pos,,NAD(P)/FAD-dependent oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996782.1
CDS_CP060013.1_496864_498037_neg,H5028_02390,QPO03685.1,,496864,498037,neg,,acyl-CoA dehydrogenase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996781.1
CDS_CP060013.1_498236_498482_pos,H5028_02395,QPO04887.1,,498236,498482,pos,,succinate dehydrogenase assembly factor 2,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996780.1
CDS_CP060013.1_498488_498878_pos,H5028_02400,QPO03686.1,,498488,498878,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000607071.1
CDS_CP060013.1_499647_500733_pos,H5028_02405,QPO03687.1,,499647,500733,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_019457778.1
CDS_CP060013.1_500810_501377_pos,H5028_02410,QPO03688.1,rrtA,500810,501377,pos,,rhombosortase,,3.4.21.-,,COORDINATES: similar to AA sequence:RefSeq:WP_016804184.1
CDS_CP060013.1_501564_503760_pos,H5028_02415,QPO03689.1,,501564,503760,pos,,TRAP transporter large permease subunit,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996776.1
CDS_CP060013.1_503908_504340_neg,H5028_02420,QPO03690.1,,503908,504340,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996775.1
CDS_CP060013.1_504351_504561_neg,H5028_02425,QPO03691.1,,504351,504561,neg,,YheV family putative metal-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996774.1
CDS_CP060013.1_504601_506656_neg,H5028_02430,QPO03692.1,,504601,506656,neg,,M3 family metallopeptidase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996773.1
CDS_CP060013.1_506789_509207_neg,H5028_02435,QPO03693.1,rnr,506789,509207,neg,,ribonuclease R,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006582607.1
CDS_CP060013.1_509869_510463_pos,H5028_02455,QPO03694.1,,509869,510463,pos,,HAD-IB family hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996771.1
CDS_CP060013.1_510522_513006_neg,H5028_02460,QPO03695.1,,510522,513006,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000479308.1
CDS_CP060013.1_513796_514489_neg,H5028_02470,QPO03696.1,,513796,514489,neg,,nitroreductase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996768.1
CDS_CP060013.1_514713_515211_pos,H5028_02475,QPO03697.1,,514713,515211,pos,,YcxB family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996767.1
CDS_CP060013.1_515250_515892_pos,H5028_02480,QPO03698.1,,515250,515892,pos,,fumarylacetoacetate hydrolase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996766.1
CDS_CP060013.1_515968_516763_neg,H5028_02485,QPO03699.1,,515968,516763,neg,,helix-turn-helix transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_019456550.1
CDS_CP060013.1_516868_517783_pos,H5028_02490,QPO03700.1,,516868,517783,pos,,DMT family transporter,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017392655.1
CDS_CP060013.1_517803_519051_neg,H5028_02495,QPO03701.1,,517803,519051,neg,,YihY family inner membrane protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016653516.1
CDS_CP060013.1_519338_519932_pos,H5028_02500,QPO03702.1,wrbA,519338,519932,pos,,NAD(P)H:quinone oxidoreductase,,1.6.5.2,,COORDINATES: similar to AA sequence:RefSeq:WP_002125540.1
CDS_CP060013.1_519984_520560_neg,H5028_02505,QPO03703.1,,519984,520560,neg,,xanthine phosphoribosyltransferase,,2.4.2.22,,COORDINATES: similar to AA sequence:RefSeq:YP_004996762.1
CDS_CP060013.1_520632_521346_neg,H5028_02510,QPO03704.1,,520632,521346,neg,,DUF3108 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996761.1
CDS_CP060013.1_521503_522175_neg,H5028_02515,QPO03705.1,,521503,522175,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017725595.1
CDS_CP060013.1_522405_523290_pos,H5028_02520,QPO03706.1,,522405,523290,pos,,energy transducer TonB,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996759.1
CDS_CP060013.1_523379_523856_neg,H5028_02525,QPO03707.1,ybeY,523379,523856,neg,,rRNA maturation RNase YbeY,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996758.1
CDS_CP060013.1_523865_524954_neg,H5028_02530,QPO03708.1,,523865,524954,neg,,PhoH family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004789570.1
CDS_CP060013.1_524991_526443_neg,H5028_02535,QPO03709.1,miaB,524991,526443,neg,,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,,2.8.4.3,,COORDINATES: similar to AA sequence:RefSeq:WP_004924262.1
CDS_CP060013.1_526731_528675_pos,H5028_02540,QPO03710.1,,526731,528675,pos,,lytic transglycosylase domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996755.1
CDS_CP060013.1_528732_529395_pos,H5028_02545,QPO03711.1,,528732,529395,pos,,ribonuclease I,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996754.1
CDS_CP060013.1_529606_530593_pos,H5028_02550,QPO03712.1,,529606,530593,pos,,malate dehydrogenase,,1.1.1.37,,COORDINATES: similar to AA sequence:RefSeq:YP_004996753.1
CDS_CP060013.1_530755_531001_pos,H5028_02555,QPO03713.1,,530755,531001,pos,,DUF2789 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996752.1
CDS_CP060013.1_531049_531577_neg,H5028_02560,QPO03714.1,,531049,531577,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996751.1
CDS_CP060013.1_531644_532250_neg,H5028_02565,QPO03715.1,,531644,532250,neg,,2OG-Fe(II) oxygenase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996750.1
CDS_CP060013.1_532367_533225_pos,H5028_02570,QPO03716.1,,532367,533225,pos,,23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996749.1
CDS_CP060013.1_533266_534100_pos,H5028_02575,QPO03717.1,pssA,533266,534100,pos,,CDP-diacylglycerol--serine O-phosphatidyltransferase,,2.7.8.8,,COORDINATES: similar to AA sequence:RefSeq:YP_004996748.1
CDS_CP060013.1_534118_535186_pos,H5028_02580,QPO03718.1,,534118,535186,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017392661.1
CDS_CP060013.1_541158_541554_pos,H5028_02610,QPO03719.1,,541158,541554,pos,,DUF2007 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001198601.1
CDS_CP060013.1_541724_542288_pos,H5028_02615,QPO03720.1,,541724,542288,pos,,DUF4256 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996745.1
CDS_CP060013.1_542424_543588_pos,H5028_02620,QPO03721.1,,542424,543588,pos,,acyl-CoA dehydrogenase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996744.1
CDS_CP060013.1_543619_544219_neg,H5028_02625,QPO03722.1,,543619,544219,neg,,TetR/AcrR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996743.1
CDS_CP060013.1_544405_546211_pos,H5028_02630,QPO03723.1,,544405,546211,pos,,DUF1446 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996742.1
CDS_CP060013.1_546216_547119_pos,H5028_02635,QPO03724.1,,546216,547119,pos,,SDR family oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996741.1
CDS_CP060013.1_547121_548735_pos,H5028_02640,QPO03725.1,,547121,548735,pos,,acyl-CoA carboxylase subunit beta,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996740.1
CDS_CP060013.1_548777_549935_pos,H5028_02645,QPO03726.1,,548777,549935,pos,,acyl-CoA dehydrogenase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996739.1
CDS_CP060013.1_549945_550782_pos,H5028_02650,QPO03727.1,,549945,550782,pos,,enoyl-CoA hydratase/isomerase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996738.1
CDS_CP060013.1_550800_552741_pos,H5028_02655,QPO03728.1,,550800,552741,pos,,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996737.1
CDS_CP060013.1_552843_553500_neg,H5028_02660,QPO03729.1,,552843,553500,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996732.1
CDS_CP060013.1_553517_553946_neg,H5028_02665,QPO03730.1,,553517,553946,neg,,ClpXP protease specificity-enhancing factor,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996731.1
CDS_CP060013.1_553952_554606_neg,H5028_02670,QPO03731.1,,553952,554606,neg,,glutathione S-transferase N-terminal domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996730.1
CDS_CP060013.1_554776_555163_neg,H5028_02675,QPO03732.1,rpsI,554776,555163,neg,,30S ribosomal protein S9,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000829824.1
CDS_CP060013.1_555175_555604_neg,H5028_02680,QPO03733.1,rplM,555175,555604,neg,,50S ribosomal protein L13,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996728.1
CDS_CP060013.1_555776_556760_pos,H5028_02685,QPO03734.1,pdxA,555776,556760,pos,,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,,1.1.1.262,,COORDINATES: similar to AA sequence:RefSeq:YP_004996727.1
CDS_CP060013.1_556783_557596_pos,H5028_02690,QPO03735.1,rsmA,556783,557596,pos,,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA,,2.1.1.182,,COORDINATES: similar to AA sequence:RefSeq:WP_013196817.1
CDS_CP060013.1_557596_558436_pos,H5028_02695,QPO03736.1,,557596,558436,pos,,symmetrical bis(5'-nucleosyl)-tetraphosphatase,,3.6.1.41,,COORDINATES: similar to AA sequence:RefSeq:WP_000167244.1
CDS_CP060013.1_558477_558921_neg,H5028_02700,QPO03737.1,,558477,558921,neg,,DUF2147 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996723.1
CDS_CP060013.1_559005_559680_neg,H5028_02705,QPO03738.1,,559005,559680,neg,,LrgB family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005122513.1
CDS_CP060013.1_559690_560062_neg,H5028_02710,QPO03739.1,,559690,560062,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996721.1
CDS_CP060013.1_560104_561439_neg,H5028_02715,QPO03740.1,hflX,560104,561439,neg,,GTPase HflX,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000456890.1
CDS_CP060013.1_561642_562452_pos,H5028_02720,QPO03741.1,,561642,562452,pos,,1-acyl-sn-glycerol-3-phosphate acyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000195146.1
CDS_CP060013.1_562452_564079_neg,H5028_02725,,,562452,564079,neg,True,phospholipase D family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996718.1
CDS_CP060013.1_564185_565196_pos,H5028_02730,QPO03742.1,,564185,565196,pos,,metallophosphoesterase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996717.1
CDS_CP060013.1_565243_565723_neg,H5028_02735,QPO03743.1,,565243,565723,neg,,OmpA family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996716.1
CDS_CP060013.1_565737_566340_neg,H5028_02740,,,565737,566340,neg,True,GGDEF domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005804929.1
CDS_CP060013.1_566358_567449_neg,H5028_02745,QPO03744.1,,566358,567449,neg,,IS4 family transposase ISAba1,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076612069.1
CDS_CP060013.1_567554_568376_pos,H5028_02750,QPO03745.1,,567554,568376,pos,,carbapenem-hydrolyzing class D beta-lactamase OXA-23,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001046004.1
CDS_CP060013.1_568480_569140_neg,H5028_02755,,,568480,569140,neg,True,ATP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005025424.1
CDS_CP060013.1_569040_569595_neg,H5028_02760,QPO03746.1,,569040,569595,neg,,DEAD/DEAH box helicase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001992510.1
CDS_CP060013.1_569602_569936_neg,H5028_02765,,,569602,569936,neg,True,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000262332.1
CDS_CP060013.1_570037_571128_pos,H5028_02770,QPO03747.1,,570037,571128,pos,,IS4 family transposase ISAba1,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076612069.1
CDS_CP060013.1_571146_571776_neg,H5028_02775,,,571146,571776,neg,True,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005804929.1
CDS_CP060013.1_571781_572285_neg,H5028_02780,QPO03748.1,,571781,572285,neg,,YfiR family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004796328.1
CDS_CP060013.1_578365_579739_neg,H5028_02810,QPO03749.1,,578365,579739,neg,,dihydrolipoyl dehydrogenase,,1.8.1.4,,COORDINATES: similar to AA sequence:RefSeq:YP_004996662.1
CDS_CP060013.1_579886_581362_pos,H5028_02815,QPO03750.1,,579886,581362,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996661.1
CDS_CP060013.1_581643_581979_neg,H5028_02820,QPO03751.1,,581643,581979,neg,,TIGR01244 family phosphatase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996660.1
CDS_CP060013.1_582171_583068_pos,H5028_02825,QPO03752.1,,582171,583068,pos,,alpha/beta hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996659.1
CDS_CP060013.1_583068_583506_pos,H5028_02830,QPO03753.1,trxC,583068,583506,pos,,thioredoxin TrxC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996658.1
CDS_CP060013.1_583507_583930_pos,H5028_02835,QPO03754.1,,583507,583930,pos,,acyl-CoA thioesterase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001287657.1
CDS_CP060013.1_583969_584464_neg,H5028_02840,QPO03755.1,,583969,584464,neg,,DUF4442 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996655.1
CDS_CP060013.1_584499_584988_neg,H5028_02845,QPO03756.1,,584499,584988,neg,,YajQ family cyclic di-GMP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996654.1
CDS_CP060013.1_585079_585394_pos,H5028_02850,QPO03757.1,,585079,585394,pos,,sulfurtransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996653.1
CDS_CP060013.1_585445_587317_neg,H5028_02855,QPO03758.1,,585445,587317,neg,,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996652.1
CDS_CP060013.1_587340_587820_neg,H5028_02860,QPO03759.1,,587340,587820,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996651.1
CDS_CP060013.1_587824_588127_neg,H5028_02865,QPO03760.1,,587824,588127,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996650.1
CDS_CP060013.1_588161_588776_neg,H5028_02870,QPO03761.1,,588161,588776,neg,,septation protein IspZ,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996649.1
CDS_CP060013.1_588820_589672_pos,H5028_02875,QPO03762.1,,588820,589672,pos,,PHP domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996648.1
CDS_CP060013.1_589679_590591_neg,H5028_02880,QPO03763.1,,589679,590591,neg,,bestrophin,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996647.1
CDS_CP060013.1_590652_591372_neg,H5028_02885,QPO03764.1,radC,590652,591372,neg,,DNA repair protein RadC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996646.1
CDS_CP060013.1_591472_592726_pos,H5028_02890,QPO03765.1,coaBC,591472,592726,pos,,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,,4.1.1.36,,COORDINATES: similar to AA sequence:RefSeq:YP_004996645.1
CDS_CP060013.1_592789_593755_neg,H5028_02895,QPO03766.1,secF,592789,593755,neg,,protein translocase subunit SecF,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996644.1
CDS_CP060013.1_593763_595665_neg,H5028_02900,QPO03767.1,secD,593763,595665,neg,,protein translocase subunit SecD,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996643.1
CDS_CP060013.1_595716_596046_neg,H5028_02905,QPO03768.1,yajC,595716,596046,neg,,preprotein translocase subunit YajC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996642.1
CDS_CP060013.1_596144_597278_neg,H5028_02910,QPO03769.1,tgt,596144,597278,neg,,tRNA guanosine(34) transglycosylase Tgt,,2.4.2.29,,COORDINATES: similar to AA sequence:RefSeq:YP_004996641.1
CDS_CP060013.1_597453_598023_neg,H5028_02915,QPO03770.1,,597453,598023,neg,,LemA family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005055983.1
CDS_CP060013.1_598110_599139_neg,H5028_02920,QPO03771.1,,598110,599139,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017816336.1
CDS_CP060013.1_599292_600330_neg,H5028_02925,QPO03772.1,queA,599292,600330,neg,,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,,2.4.99.17,,COORDINATES: similar to AA sequence:RefSeq:YP_004996640.1
CDS_CP060013.1_601133_602402_pos,H5028_02935,QPO03773.1,,601133,602402,pos,,HAMP domain-containing histidine kinase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996639.1
CDS_CP060013.1_602470_605221_pos,H5028_02940,QPO03774.1,glnE,602470,605221,pos,,bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase,,2.7.7.42,,COORDINATES: similar to AA sequence:RefSeq:YP_004996638.1
CDS_CP060013.1_605245_606172_pos,H5028_02945,QPO03775.1,,605245,606172,pos,,branched-chain amino acid transaminase,,2.6.1.42,,COORDINATES: similar to AA sequence:RefSeq:YP_004996637.1
CDS_CP060013.1_606239_607130_pos,H5028_02950,QPO03776.1,,606239,607130,pos,,mitochondrial fission ELM1 family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996636.1
CDS_CP060013.1_607152_608181_pos,H5028_02955,QPO03777.1,,607152,608181,pos,,glycosyltransferase family 1 protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_013196842.1
CDS_CP060013.1_608201_608933_pos,H5028_02960,QPO04888.1,,608201,608933,pos,,polysaccharide deacetylase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996633.1
CDS_CP060013.1_608929_609694_pos,H5028_02965,QPO03778.1,,608929,609694,pos,,glycosyltransferase family 2 protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996632.1
CDS_CP060013.1_609705_610740_pos,H5028_02970,QPO03779.1,,609705,610740,pos,,glycosyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996631.1
CDS_CP060013.1_610736_611627_neg,H5028_02975,QPO03780.1,,610736,611627,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996630.1
CDS_CP060013.1_611686_612451_pos,H5028_02980,QPO03781.1,,611686,612451,pos,,glycosyltransferase family 25 protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996629.1
CDS_CP060013.1_612480_613410_pos,H5028_02985,QPO03782.1,,612480,613410,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000240631.1
CDS_CP060013.1_613447_613666_neg,H5028_02990,QPO03783.1,,613447,613666,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996627.1
CDS_CP060013.1_613889_614897_pos,H5028_02995,QPO04889.1,,613889,614897,pos,,stealth conserved region 3 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996626.1
CDS_CP060013.1_614949_616728_neg,H5028_03000,QPO03784.1,aspS,614949,616728,neg,,aspartate--tRNA ligase,,6.1.1.12,,COORDINATES: similar to AA sequence:RefSeq:WP_017725390.1
CDS_CP060013.1_616897_617662_neg,H5028_03005,QPO03785.1,,616897,617662,neg,,DUF4184 family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996624.1
CDS_CP060013.1_617797_619855_pos,H5028_03010,QPO03786.1,,617797,619855,pos,,TonB-dependent receptor,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996623.1
CDS_CP060013.1_619930_621394_pos,H5028_03015,QPO03787.1,,619930,621394,pos,,phospholipase D family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996622.1
CDS_CP060013.1_621588_622035_neg,H5028_03020,QPO03788.1,,621588,622035,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996621.1
CDS_CP060013.1_622199_622583_pos,H5028_03025,QPO03789.1,,622199,622583,pos,,RcnB family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996620.1
CDS_CP060013.1_622621_623104_neg,H5028_03030,QPO03790.1,,622621,623104,neg,,phosphate-starvation-inducible PsiE family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996619.1
CDS_CP060013.1_623264_623975_neg,H5028_03035,QPO03791.1,,623264,623975,neg,,glutathione S-transferase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000103026.1
CDS_CP060013.1_624098_624977_pos,H5028_03040,QPO04890.1,,624098,624977,pos,,LysR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004996617.1
