,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_NZ_CP065432.1_953542_954613_pos,I5593_RS04455,WP_001125860.1,mltG,953542,954613,pos,,endolytic transglycosylase MltG,,,I5593_04455,COORDINATES: similar to AA sequence:RefSeq:YP_004996266.1
CDS_NZ_CP065432.1_954622_955222_pos,I5593_RS04460,WP_000470763.1,,954622,955222,pos,,dTMP kinase,,2.7.4.9,I5593_04460,COORDINATES: similar to AA sequence:RefSeq:WP_017724982.1
CDS_NZ_CP065432.1_955358_955775_pos,I5593_RS04465,WP_000842540.1,,955358,955775,pos,,PaaI family thioesterase,,,I5593_04465,COORDINATES: similar to AA sequence:RefSeq:WP_000842535.1
CDS_NZ_CP065432.1_955829_957473_neg,I5593_RS04470,WP_000367531.1,nadB,955829,957473,neg,,L-aspartate oxidase,,1.4.3.16,I5593_04470,COORDINATES: similar to AA sequence:RefSeq:YP_004996263.1
CDS_NZ_CP065432.1_957703_959080_pos,I5593_RS04475,WP_000842416.1,,957703,959080,pos,,Do family serine endopeptidase,,,I5593_04475,COORDINATES: similar to AA sequence:RefSeq:WP_017399257.1
CDS_NZ_CP065432.1_959200_959653_pos,I5593_RS04480,WP_000094834.1,,959200,959653,pos,,acyl-CoA thioesterase,,,I5593_04480,COORDINATES: similar to AA sequence:RefSeq:WP_002118612.1
CDS_NZ_CP065432.1_959827_961645_pos,I5593_RS04485,WP_000035781.1,lepA,959827,961645,pos,,elongation factor 4,,3.6.5.n1,I5593_04485,COORDINATES: similar to AA sequence:RefSeq:YP_004996260.1
CDS_NZ_CP065432.1_961715_962543_pos,I5593_RS04490,WP_000344903.1,lepB,961715,962543,pos,,signal peptidase I,,3.4.21.89,I5593_04490,COORDINATES: similar to AA sequence:RefSeq:YP_004996259.1
CDS_NZ_CP065432.1_962566_962941_pos,I5593_RS04495,WP_001224039.1,,962566,962941,pos,,DUF4845 domain-containing protein,,,I5593_04495,COORDINATES: similar to AA sequence:RefSeq:YP_004996258.1
CDS_NZ_CP065432.1_962912_963605_pos,I5593_RS04500,WP_000160699.1,rnc,962912,963605,pos,,ribonuclease III,,3.1.26.3,I5593_04500,COORDINATES: similar to AA sequence:RefSeq:WP_005067830.1
CDS_NZ_CP065432.1_963616_964639_pos,I5593_RS04505,WP_100223360.1,era,963616,964639,pos,,GTPase Era,,,I5593_04505,COORDINATES: similar to AA sequence:RefSeq:YP_004996256.1
CDS_NZ_CP065432.1_964657_964852_pos,I5593_RS04510,WP_001984672.1,,964657,964852,pos,,NF038104 family lipoprotein,,,I5593_04510,COORDINATES: similar to AA sequence:RefSeq:WP_001985517.1
CDS_NZ_CP065432.1_964861_965575_pos,I5593_RS04515,WP_000985102.1,recO,964861,965575,pos,,DNA repair protein RecO,,,I5593_04515,COORDINATES: similar to AA sequence:RefSeq:WP_000985099.1
CDS_NZ_CP065432.1_965588_966314_pos,I5593_RS04520,WP_000729411.1,pdxJ,965588,966314,pos,,pyridoxine 5'-phosphate synthase,,2.6.99.2,I5593_04520,COORDINATES: similar to AA sequence:RefSeq:YP_004996253.1
CDS_NZ_CP065432.1_966320_966965_pos,I5593_RS04525,WP_000095056.1,,966320,966965,pos,,tRNA-(ms[2]io[6]A)-hydroxylase,,,I5593_04525,COORDINATES: similar to AA sequence:RefSeq:YP_004996252.1
CDS_NZ_CP065432.1_967258_968017_pos,I5593_RS04530,WP_000880601.1,,967258,968017,pos,,SDR family oxidoreductase,,,I5593_04530,COORDINATES: similar to AA sequence:RefSeq:YP_004996251.1
CDS_NZ_CP065432.1_968332_968467_pos,I5593_RS04540,WP_085916973.1,,968332,968467,pos,,hypothetical protein,,,I5593_04540,COORDINATES: similar to AA sequence:RefSeq:YP_004996250.1
CDS_NZ_CP065432.1_968508_968937_pos,I5593_RS04545,WP_000855168.1,,968508,968937,pos,,hypothetical protein,,,I5593_04545,COORDINATES: similar to AA sequence:RefSeq:WP_020753381.1
CDS_NZ_CP065432.1_968951_969389_neg,I5593_RS04550,WP_000795395.1,,968951,969389,neg,,PaaI family thioesterase,,,I5593_04550,COORDINATES: similar to AA sequence:RefSeq:YP_004996248.1
CDS_NZ_CP065432.1_969574_969986_pos,I5593_RS04555,,,969574,969986,pos,True,GFA family protein,,,I5593_04555,COORDINATES: similar to AA sequence:RefSeq:WP_001014254.1
CDS_NZ_CP065432.1_970349_972050_pos,I5593_RS04560,WP_000567437.1,,970349,972050,pos,,Hsp70 family protein,,,I5593_04560,COORDINATES: similar to AA sequence:RefSeq:WP_000567433.1
CDS_NZ_CP065432.1_972101_974063_neg,I5593_RS04565,WP_000127903.1,,972101,974063,neg,,hypothetical protein,,,I5593_04565,COORDINATES: similar to AA sequence:RefSeq:WP_000127903.1
CDS_NZ_CP065432.1_974285_975515_neg,I5593_RS04570,WP_000383199.1,,974285,975515,neg,,pyridoxal phosphate-dependent aminotransferase,,,I5593_04570,COORDINATES: similar to AA sequence:RefSeq:YP_004996246.1
CDS_NZ_CP065432.1_975722_975902_pos,I5593_RS04575,WP_000139632.1,,975722,975902,pos,,hypothetical protein,,,I5593_04575,COORDINATES: similar to AA sequence:RefSeq:YP_004996245.1
CDS_NZ_CP065432.1_975936_977373_neg,I5593_RS04580,WP_000448854.1,,975936,977373,neg,,sensor domain-containing diguanylate cyclase,,,I5593_04580,COORDINATES: similar to AA sequence:RefSeq:WP_017724979.1
CDS_NZ_CP065432.1_977542_978334_neg,I5593_RS04585,WP_000222202.1,,977542,978334,neg,,hypothetical protein,,,I5593_04585,COORDINATES: similar to AA sequence:RefSeq:YP_004996243.1
CDS_NZ_CP065432.1_978513_980535_pos,I5593_RS04590,WP_001004984.1,uvrB,978513,980535,pos,,excinuclease ABC subunit UvrB,,,I5593_04590,COORDINATES: similar to AA sequence:RefSeq:YP_004996242.1
CDS_NZ_CP065432.1_980628_981216_pos,I5593_RS04595,WP_000885644.1,,980628,981216,pos,,lipocalin family protein,,,I5593_04595,COORDINATES: similar to AA sequence:RefSeq:YP_004996241.1
CDS_NZ_CP065432.1_981324_982272_pos,I5593_RS04600,WP_160948537.1,rarD,981324,982272,pos,,EamA family transporter RarD,,,I5593_04600,COORDINATES: similar to AA sequence:RefSeq:YP_004996240.1
CDS_NZ_CP065432.1_982488_983946_pos,I5593_RS04605,WP_000031228.1,,982488,983946,pos,,glyceraldehyde-3-phosphate dehydrogenase,,1.2.1.12,I5593_04605,COORDINATES: similar to AA sequence:RefSeq:YP_004996239.1
CDS_NZ_CP065432.1_984095_984830_pos,I5593_RS04610,WP_001183840.1,,984095,984830,pos,,hypothetical protein,,,I5593_04610,COORDINATES: similar to AA sequence:RefSeq:WP_001183834.1
CDS_NZ_CP065432.1_984841_985516_pos,I5593_RS04615,WP_000468065.1,,984841,985516,pos,,hypothetical protein,,,I5593_04615,COORDINATES: similar to AA sequence:RefSeq:WP_000468064.1
CDS_NZ_CP065432.1_985680_986901_pos,I5593_RS04620,WP_001212949.1,cgtA,985680,986901,pos,,Obg family GTPase CgtA,,,I5593_04620,COORDINATES: similar to AA sequence:RefSeq:YP_004996236.1
CDS_NZ_CP065432.1_986916_988050_pos,I5593_RS04625,WP_000573844.1,,986916,988050,pos,,glutamate 5-kinase,,2.7.2.11,I5593_04625,COORDINATES: similar to AA sequence:RefSeq:YP_004996235.1
CDS_NZ_CP065432.1_988076_988733_neg,I5593_RS04630,WP_000271360.1,,988076,988733,neg,,HAD-IB family hydrolase,,,I5593_04630,COORDINATES: similar to AA sequence:RefSeq:YP_004996234.1
CDS_NZ_CP065432.1_988699_989908_neg,I5593_RS04635,WP_001039855.1,,988699,989908,neg,,DUF1615 domain-containing protein,,,I5593_04635,COORDINATES: similar to AA sequence:RefSeq:WP_005803832.1
CDS_NZ_CP065432.1_989991_991017_pos,I5593_RS04640,WP_000275421.1,dusB,989991,991017,pos,,tRNA dihydrouridine synthase DusB,,,I5593_04640,COORDINATES: similar to AA sequence:RefSeq:YP_004996232.1
CDS_NZ_CP065432.1_991060_992107_neg,I5593_RS04645,WP_000055181.1,,991060,992107,neg,,nitronate monooxygenase,,,I5593_04645,COORDINATES: similar to AA sequence:RefSeq:YP_004996231.1
CDS_NZ_CP065432.1_992217_992919_neg,I5593_RS04650,WP_000885360.1,,992217,992919,neg,,VIT family protein,,,I5593_04650,COORDINATES: similar to AA sequence:RefSeq:YP_004996230.1
CDS_NZ_CP065432.1_993255_994392_pos,I5593_RS04655,WP_161325537.1,,993255,994392,pos,,hypothetical protein,,,I5593_04655,COORDINATES: similar to AA sequence:RefSeq:YP_004996229.1
CDS_NZ_CP065432.1_994394_995531_pos,I5593_RS04660,WP_000718059.1,wecB,994394,995531,pos,,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),,5.1.3.14,I5593_04660,COORDINATES: similar to AA sequence:RefSeq:WP_004746430.1
CDS_NZ_CP065432.1_995538_996444_neg,I5593_RS04665,WP_000744222.1,,995538,996444,neg,,hypothetical protein,,,I5593_04665,COORDINATES: similar to AA sequence:RefSeq:WP_000744212.1
CDS_NZ_CP065432.1_996421_998266_neg,I5593_RS04670,WP_000750605.1,,996421,998266,neg,,hypothetical protein,,,I5593_04670,COORDINATES: similar to AA sequence:RefSeq:YP_004996227.1
CDS_NZ_CP065432.1_998266_999517_neg,I5593_RS04675,WP_000035258.1,,998266,999517,neg,,glycosyltransferase family 2 protein,,,I5593_04675,COORDINATES: similar to AA sequence:RefSeq:YP_004996226.1
CDS_NZ_CP065432.1_999503_1000400_neg,I5593_RS04680,WP_000067473.1,,999503,1000400,neg,,hypothetical protein,,,I5593_04680,COORDINATES: similar to AA sequence:RefSeq:YP_004996225.1
CDS_NZ_CP065432.1_1000399_1001140_neg,I5593_RS04685,WP_001186263.1,,1000399,1001140,neg,,hypothetical protein,,,I5593_04685,COORDINATES: similar to AA sequence:RefSeq:WP_001186258.1
CDS_NZ_CP065432.1_1001333_1002776_neg,I5593_RS04690,WP_000063717.1,phrB,1001333,1002776,neg,,deoxyribodipyrimidine photo-lyase,,4.1.99.3,I5593_04690,COORDINATES: similar to AA sequence:RefSeq:YP_004996223.1
CDS_NZ_CP065432.1_1002879_1003362_neg,I5593_RS04695,WP_000123995.1,,1002879,1003362,neg,,peptidylprolyl isomerase,,,I5593_04695,COORDINATES: similar to AA sequence:RefSeq:WP_005402252.1
CDS_NZ_CP065432.1_1003497_1004784_neg,I5593_RS04700,WP_000193143.1,,1003497,1004784,neg,,NAD(P)/FAD-dependent oxidoreductase,,,I5593_04700,COORDINATES: similar to AA sequence:RefSeq:YP_004996221.1
CDS_NZ_CP065432.1_1004883_1006203_neg,I5593_RS04705,WP_000667902.1,,1004883,1006203,neg,,D-alanyl-D-alanine carboxypeptidase PBP6B,,3.4.16.4,I5593_04705,COORDINATES: similar to AA sequence:RefSeq:YP_004996220.1
CDS_NZ_CP065432.1_1006375_1008079_pos,I5593_RS04710,WP_000903518.1,,1006375,1008079,pos,,M61 family metallopeptidase,,,I5593_04710,COORDINATES: similar to AA sequence:RefSeq:YP_004996219.1
CDS_NZ_CP065432.1_1008479_1010717_pos,I5593_RS04715,WP_000896679.1,,1008479,1010717,pos,,NADP-dependent isocitrate dehydrogenase,,1.1.1.42,I5593_04715,COORDINATES: similar to AA sequence:RefSeq:WP_017394330.1
CDS_NZ_CP065432.1_1010834_1011623_neg,I5593_RS04720,WP_000706554.1,,1010834,1011623,neg,,rRNA large subunit pseudouridine synthase E,,,I5593_04720,COORDINATES: similar to AA sequence:RefSeq:YP_004996215.1
CDS_NZ_CP065432.1_1011823_1013080_pos,I5593_RS04725,WP_000542117.1,icd,1011823,1013080,pos,,NADP-dependent isocitrate dehydrogenase,,,I5593_04725,COORDINATES: similar to AA sequence:RefSeq:WP_019457699.1
CDS_NZ_CP065432.1_1013180_1013672_neg,I5593_RS04730,WP_001218087.1,,1013180,1013672,neg,,hypothetical protein,,,I5593_04730,COORDINATES: similar to AA sequence:RefSeq:WP_017724971.1
CDS_NZ_CP065432.1_1013672_1014083_neg,I5593_RS04735,WP_000069680.1,,1013672,1014083,neg,,hypothetical protein,,,I5593_04735,COORDINATES: similar to AA sequence:RefSeq:WP_005123164.1
CDS_NZ_CP065432.1_1014309_1014435_neg,I5593_RS04740,WP_000853583.1,,1014309,1014435,neg,,hypothetical protein,,,I5593_04740,COORDINATES: similar to AA sequence:RefSeq:YP_004996213.1
CDS_NZ_CP065432.1_1014431_1015592_neg,I5593_RS04745,WP_162622441.1,,1014431,1015592,neg,,YbfB/YjiJ family MFS transporter,,,I5593_04745,COORDINATES: similar to AA sequence:RefSeq:YP_004996212.1
CDS_NZ_CP065432.1_1015706_1016588_pos,I5593_RS04750,WP_000925118.1,,1015706,1016588,pos,,LysR family transcriptional regulator,,,I5593_04750,COORDINATES: similar to AA sequence:RefSeq:YP_004996211.1
CDS_NZ_CP065432.1_1016785_1018180_pos,I5593_RS04755,WP_001025080.1,,1016785,1018180,pos,,L-cystine transporter,,,I5593_04755,COORDINATES: similar to AA sequence:RefSeq:WP_004700069.1
CDS_NZ_CP065432.1_1018328_1019144_pos,I5593_RS04760,WP_000784943.1,,1018328,1019144,pos,,PhzF family phenazine biosynthesis protein,,,I5593_04760,COORDINATES: similar to AA sequence:RefSeq:YP_004996209.1
CDS_NZ_CP065432.1_1019266_1022029_pos,I5593_RS04765,WP_000480983.1,,1019266,1022029,pos,,insulinase family protein,,,I5593_04765,COORDINATES: similar to AA sequence:RefSeq:WP_017387284.1
CDS_NZ_CP065432.1_1022086_1022470_neg,I5593_RS04770,WP_000078676.1,,1022086,1022470,neg,,DUF3144 domain-containing protein,,,I5593_04770,COORDINATES: similar to AA sequence:RefSeq:YP_004996206.1
CDS_NZ_CP065432.1_1022573_1023206_pos,I5593_RS04775,WP_001150005.1,,1022573,1023206,pos,,hypothetical protein,,,I5593_04775,COORDINATES: similar to AA sequence:RefSeq:YP_004996205.1
CDS_NZ_CP065432.1_1023241_1024705_neg,I5593_RS04780,WP_000230514.1,,1023241,1024705,neg,,CYTH and CHAD domain-containing protein,,,I5593_04780,COORDINATES: similar to AA sequence:RefSeq:WP_000230485.1
CDS_NZ_CP065432.1_1024870_1025254_pos,I5593_RS04785,WP_000636743.1,,1024870,1025254,pos,,DUF962 domain-containing protein,,,I5593_04785,COORDINATES: similar to AA sequence:RefSeq:YP_004996202.1
CDS_NZ_CP065432.1_1025370_1025982_pos,I5593_RS04790,WP_001214807.1,,1025370,1025982,pos,,thiamine phosphate synthase,,2.5.1.3,I5593_04790,COORDINATES: similar to AA sequence:RefSeq:YP_004996201.1
CDS_NZ_CP065432.1_1026024_1027323_pos,I5593_RS04795,WP_000059225.1,hemL,1026024,1027323,pos,,"glutamate-1-semialdehyde 2,1-aminomutase",,5.4.3.8,I5593_04795,COORDINATES: similar to AA sequence:RefSeq:YP_004996200.1
CDS_NZ_CP065432.1_1027384_1028089_pos,I5593_RS04800,WP_000499853.1,,1027384,1028089,pos,,isochorismatase,,,I5593_04800,COORDINATES: similar to AA sequence:RefSeq:WP_016653701.1
CDS_NZ_CP065432.1_1028221_1028860_pos,I5593_RS04805,WP_001279315.1,,1028221,1028860,pos,,RluA family pseudouridine synthase,,,I5593_04805,COORDINATES: similar to AA sequence:RefSeq:YP_004996198.1
CDS_NZ_CP065432.1_1029004_1031842_pos,I5593_RS04810,WP_000413579.1,rapA,1029004,1031842,pos,,RNA polymerase-associated protein RapA,,,I5593_04810,COORDINATES: similar to AA sequence:RefSeq:YP_004996197.1
CDS_NZ_CP065432.1_1031899_1032916_neg,I5593_RS04815,WP_001191208.1,,1031899,1032916,neg,,AI-2E family transporter,,,I5593_04815,COORDINATES: similar to AA sequence:RefSeq:YP_004996196.1
CDS_NZ_CP065432.1_1033082_1033778_neg,I5593_RS04820,WP_000195199.1,fabR,1033082,1033778,neg,,HTH-type transcriptional repressor FabR,,,I5593_04820,COORDINATES: similar to AA sequence:RefSeq:YP_004996195.1
CDS_NZ_CP065432.1_1033918_1034989_pos,I5593_RS04825,WP_001147894.1,,1033918,1034989,pos,,ferredoxin reductase,,,I5593_04825,COORDINATES: similar to AA sequence:RefSeq:YP_004996194.1
CDS_NZ_CP065432.1_1035001_1036096_pos,I5593_RS04830,WP_197327541.1,,1035001,1036096,pos,,acyl-CoA desaturase,,,I5593_04830,COORDINATES: similar to AA sequence:RefSeq:YP_004996193.1
CDS_NZ_CP065432.1_1036162_1036738_neg,I5593_RS04835,WP_001039791.1,,1036162,1036738,neg,,NAD(P)H-dependent oxidoreductase,,,I5593_04835,COORDINATES: similar to AA sequence:RefSeq:WP_005134918.1
CDS_NZ_CP065432.1_1036857_1037754_pos,I5593_RS04840,WP_001041371.1,,1036857,1037754,pos,,LysR family transcriptional regulator,,,I5593_04840,COORDINATES: similar to AA sequence:RefSeq:WP_001041364.1
CDS_NZ_CP065432.1_1037871_1038573_neg,I5593_RS04845,WP_001259425.1,,1037871,1038573,neg,,SIMPL domain-containing protein,,,I5593_04845,COORDINATES: similar to AA sequence:RefSeq:YP_004996192.1
CDS_NZ_CP065432.1_1039040_1040414_pos,I5593_RS04850,WP_000117540.1,,1039040,1040414,pos,,diaminobutyrate--2-oxoglutarate transaminase,,2.6.1.76,I5593_04850,COORDINATES: similar to AA sequence:RefSeq:WP_000117543.1
CDS_NZ_CP065432.1_1040416_1041949_pos,I5593_RS04855,WP_000227391.1,,1040416,1041949,pos,,aspartate aminotransferase family protein,,,I5593_04855,COORDINATES: similar to AA sequence:RefSeq:WP_019837667.1
CDS_NZ_CP065432.1_1042225_1043656_pos,I5593_RS04860,WP_001183493.1,,1042225,1043656,pos,,aldehyde dehydrogenase family protein,,,I5593_04860,COORDINATES: similar to AA sequence:RefSeq:YP_004996189.1
CDS_NZ_CP065432.1_1043727_1044213_neg,I5593_RS04865,WP_000357090.1,,1043727,1044213,neg,,Lrp/AsnC family transcriptional regulator,,,I5593_04865,COORDINATES: similar to AA sequence:RefSeq:YP_004996188.1
CDS_NZ_CP065432.1_1044347_1046069_pos,I5593_RS04870,WP_000469454.1,,1044347,1046069,pos,,alpha-keto acid decarboxylase family protein,,,I5593_04870,COORDINATES: similar to AA sequence:RefSeq:YP_004996187.1
CDS_NZ_CP065432.1_1046209_1047589_pos,I5593_RS04875,WP_000339846.1,,1046209,1047589,pos,,amino acid permease,,,I5593_04875,COORDINATES: similar to AA sequence:RefSeq:YP_004996186.1
CDS_NZ_CP065432.1_1048044_1049076_pos,I5593_RS04880,WP_001238909.1,,1048044,1049076,pos,,substrate-binding domain-containing protein,,,I5593_04880,COORDINATES: similar to AA sequence:RefSeq:YP_004996185.1
CDS_NZ_CP065432.1_1049176_1050556_pos,I5593_RS04885,WP_001050723.1,pstC,1049176,1050556,pos,,phosphate ABC transporter permease subunit PstC,,,I5593_04885,COORDINATES: similar to AA sequence:RefSeq:YP_004996184.1
CDS_NZ_CP065432.1_1050552_1051950_pos,I5593_RS04890,WP_000107954.1,pstA,1050552,1051950,pos,,phosphate ABC transporter permease PstA,,,I5593_04890,COORDINATES: similar to AA sequence:RefSeq:WP_004700128.1
CDS_NZ_CP065432.1_1051963_1052866_pos,I5593_RS04895,WP_001091973.1,,1051963,1052866,pos,,phosphate ABC transporter ATP-binding protein,,,I5593_04895,COORDINATES: similar to AA sequence:RefSeq:WP_005138272.1
CDS_NZ_CP065432.1_1053012_1053975_pos,I5593_RS04900,WP_000897185.1,sohB,1053012,1053975,pos,,protease SohB,,3.4.21.-,I5593_04900,COORDINATES: similar to AA sequence:RefSeq:WP_004798585.1
CDS_NZ_CP065432.1_1054250_1056437_pos,I5593_RS04905,WP_000196847.1,,1054250,1056437,pos,,BapA prefix-like domain-containing protein,,,I5593_04905,COORDINATES: similar to AA sequence:RefSeq:WP_000196828.1
CDS_NZ_CP065432.1_1056486_1057128_neg,I5593_RS04910,WP_000570321.1,,1056486,1057128,neg,,DUF2238 domain-containing protein,,,I5593_04910,COORDINATES: similar to AA sequence:RefSeq:WP_005138277.1
CDS_NZ_CP065432.1_1057210_1058599_neg,I5593_RS04915,WP_000993080.1,purB,1057210,1058599,neg,,adenylosuccinate lyase,,4.3.2.2,I5593_04915,COORDINATES: similar to AA sequence:RefSeq:YP_004996178.1
CDS_NZ_CP065432.1_1058653_1059388_neg,I5593_RS04920,WP_000229971.1,hflD,1058653,1059388,neg,,high frequency lysogenization protein HflD,,,I5593_04920,COORDINATES: similar to AA sequence:RefSeq:WP_000229971.1
CDS_NZ_CP065432.1_1059401_1060535_neg,I5593_RS04925,WP_001187604.1,mnmA,1059401,1060535,neg,,tRNA 2-thiouridine(34) synthase MnmA,,2.8.1.13,I5593_04925,COORDINATES: similar to AA sequence:RefSeq:YP_004996176.1
CDS_NZ_CP065432.1_1060539_1061028_neg,I5593_RS04930,WP_000741964.1,,1060539,1061028,neg,,NUDIX hydrolase,,,I5593_04930,COORDINATES: similar to AA sequence:RefSeq:YP_004996175.1
CDS_NZ_CP065432.1_1061147_1061693_neg,I5593_RS04935,WP_001107199.1,,1061147,1061693,neg,,gamma carbonic anhydrase family protein,,,I5593_04935,COORDINATES: similar to AA sequence:RefSeq:WP_001107198.1
CDS_NZ_CP065432.1_1061792_1062941_neg,I5593_RS04940,WP_000197255.1,dacC,1061792,1062941,neg,,D-alanyl-D-alanine carboxypeptidase PBP5/6,,3.4.16.4,I5593_04940,COORDINATES: similar to AA sequence:RefSeq:YP_004996173.1
CDS_NZ_CP065432.1_1063067_1063490_neg,I5593_RS04945,WP_000480885.1,,1063067,1063490,neg,,hypothetical protein,,,I5593_04945,COORDINATES: similar to AA sequence:RefSeq:YP_004996172.1
CDS_NZ_CP065432.1_1063637_1064009_neg,I5593_RS04950,WP_000846421.1,,1063637,1064009,neg,,hypothetical protein,,,I5593_04950,COORDINATES: similar to AA sequence:RefSeq:YP_004996171.1
CDS_NZ_CP065432.1_1064111_1064879_pos,I5593_RS04955,WP_001023216.1,surE,1064111,1064879,pos,,5'/3'-nucleotidase SurE,,,I5593_04955,COORDINATES: similar to AA sequence:RefSeq:WP_020753369.1
CDS_NZ_CP065432.1_1064993_1065824_pos,I5593_RS04960,WP_000550750.1,,1064993,1065824,pos,,peptidoglycan DD-metalloendopeptidase family protein,,,I5593_04960,COORDINATES: similar to AA sequence:RefSeq:WP_000550751.1
CDS_NZ_CP065432.1_1065925_1066855_pos,I5593_RS04965,WP_000886772.1,,1065925,1066855,pos,,LysR family transcriptional regulator,,,I5593_04965,COORDINATES: similar to AA sequence:RefSeq:YP_004996168.1
CDS_NZ_CP065432.1_1066912_1069531_neg,I5593_RS04970,WP_000192286.1,,1066912,1069531,neg,,ATP-binding protein,,,I5593_04970,COORDINATES: similar to AA sequence:RefSeq:YP_004996167.1
CDS_NZ_CP065432.1_1069697_1071887_pos,I5593_RS04975,WP_000428307.1,,1069697,1071887,pos,,MFS transporter,,,I5593_04975,COORDINATES: similar to AA sequence:RefSeq:YP_004996166.1
CDS_NZ_CP065432.1_1071889_1072291_pos,I5593_RS04980,WP_001242511.1,gloA,1071889,1072291,pos,,lactoylglutathione lyase,,4.4.1.5,I5593_04980,COORDINATES: similar to AA sequence:RefSeq:WP_005176820.1
CDS_NZ_CP065432.1_1072424_1073396_pos,I5593_RS04985,WP_001984712.1,,1072424,1073396,pos,,bile acid:sodium symporter,,,I5593_04985,COORDINATES: similar to AA sequence:RefSeq:YP_004996164.1
CDS_NZ_CP065432.1_1073589_1073814_pos,I5593_RS04990,WP_001200845.1,rpmE,1073589,1073814,pos,,50S ribosomal protein L31,,,I5593_04990,COORDINATES: similar to AA sequence:RefSeq:YP_004996163.1
CDS_NZ_CP065432.1_1073876_1075985_neg,I5593_RS04995,WP_002135368.1,,1073876,1075985,neg,,EAL domain-containing protein,,,I5593_04995,COORDINATES: similar to AA sequence:RefSeq:YP_004996162.1
CDS_NZ_CP065432.1_1075981_1077727_neg,I5593_RS05000,WP_000981543.1,,1075981,1077727,neg,,hypothetical protein,,,I5593_05000,COORDINATES: similar to AA sequence:RefSeq:YP_004996161.1
CDS_NZ_CP065432.1_1077742_1078759_neg,I5593_RS05005,WP_000611584.1,epmB,1077742,1078759,neg,,EF-P beta-lysylation protein EpmB,,,I5593_05005,COORDINATES: similar to AA sequence:RefSeq:WP_005045988.1
CDS_NZ_CP065432.1_1078832_1079402_pos,I5593_RS05010,WP_000035083.1,efp,1078832,1079402,pos,,elongation factor P,,,I5593_05010,COORDINATES: similar to AA sequence:RefSeq:YP_004996158.1
CDS_NZ_CP065432.1_1079568_1081665_pos,I5593_RS05015,WP_000380473.1,,1079568,1081665,pos,,carbon starvation protein A,,,I5593_05015,COORDINATES: similar to AA sequence:RefSeq:WP_004707689.1
CDS_NZ_CP065432.1_1081667_1081970_pos,I5593_RS05020,WP_001009533.1,,1081667,1081970,pos,,YbdD/YjiX family protein,,,I5593_05020,COORDINATES: similar to AA sequence:RefSeq:WP_016804681.1
CDS_NZ_CP065432.1_1082475_1083879_pos,I5593_RS05030,WP_001170033.1,,1082475,1083879,pos,,hypothetical protein,,,I5593_05030,COORDINATES: similar to AA sequence:RefSeq:WP_001170032.1
CDS_NZ_CP065432.1_1084179_1084695_pos,I5593_RS05035,WP_000725511.1,,1084179,1084695,pos,,hypothetical protein,,,I5593_05035,COORDINATES: similar to AA sequence:RefSeq:WP_000725511.1
CDS_NZ_CP065432.1_1084719_1085748_neg,I5593_RS05040,WP_000168944.1,,1084719,1085748,neg,,hypothetical protein,,,I5593_05040,COORDINATES: similar to AA sequence:RefSeq:WP_000168944.1
CDS_NZ_CP065432.1_1086564_1087128_pos,I5593_RS05045,WP_001246783.1,,1086564,1087128,pos,,TetR/AcrR family transcriptional regulator,,,I5593_05045,COORDINATES: similar to AA sequence:RefSeq:WP_005123227.1
CDS_NZ_CP065432.1_1087562_1088249_neg,I5593_RS05050,WP_000995333.1,,1087562,1088249,neg,,pirin family protein,,,I5593_05050,COORDINATES: similar to AA sequence:RefSeq:YP_004996148.1
CDS_NZ_CP065432.1_1088493_1089462_neg,I5593_RS05055,WP_000793837.1,,1088493,1089462,neg,,threo-3-hydroxy-L-aspartate ammonia-lyase,,4.3.1.16,I5593_05055,COORDINATES: similar to AA sequence:RefSeq:WP_019457748.1
CDS_NZ_CP065432.1_1089714_1090338_pos,I5593_RS05060,WP_000528175.1,,1089714,1090338,pos,,PAS domain-containing protein,,,I5593_05060,COORDINATES: similar to AA sequence:RefSeq:WP_005039093.1
CDS_NZ_CP065432.1_1090334_1091195_neg,I5593_RS05065,WP_000160875.1,bauF,1090334,1091195,neg,,acinetobactin utilization protein BauF,,,I5593_05065,COORDINATES: similar to AA sequence:RefSeq:YP_004996147.1
CDS_NZ_CP065432.1_1091587_1093435_pos,I5593_RS05070,WP_000910263.1,basA,1091587,1093435,pos,,acinetobactin non-ribosomal peptide synthetase subunit BasA,,,I5593_05070,COORDINATES: similar to AA sequence:RefSeq:YP_004996146.1
CDS_NZ_CP065432.1_1093505_1095533_neg,I5593_RS05075,WP_000939830.1,basB,1093505,1095533,neg,,acinetobactin non-ribosomal peptide synthetase subunit BasB,,,I5593_05075,COORDINATES: similar to AA sequence:RefSeq:YP_004996145.1
CDS_NZ_CP065432.1_1096122_1097106_pos,I5593_RS05080,WP_081309614.1,bauD,1096122,1097106,pos,,ferric acinetobactin ABC transporter permease subunit BauD,,,I5593_05080,COORDINATES: similar to AA sequence:RefSeq:YP_004996144.1
CDS_NZ_CP065432.1_1097105_1098053_pos,I5593_RS05085,WP_001223275.1,bauC,1097105,1098053,pos,,ferric acinetobactin ABC transporter permease subunit BauC,,,I5593_05085,COORDINATES: similar to AA sequence:RefSeq:YP_004996143.1
