,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_AP022509.1_1467662_1468073_pos,STN0717ENT60_13520,BBW30429.1,,1467662,1468073,pos,,membrane protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1468034_1469141_neg,STN0717ENT60_13530,BBW30430.1,,1468034,1469141,neg,,transport permease protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1469198_1470332_neg,STN0717ENT60_13540,BBW30431.1,,1469198,1470332,neg,,membrane protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1470321_1472061_neg,STN0717ENT60_13550,BBW30432.1,,1470321,1472061,neg,,ABC transporter ATP-binding protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1472053_1473049_neg,STN0717ENT60_13560,BBW30433.1,,1472053,1473049,neg,,UPF0194 membrane protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1473045_1473723_neg,STN0717ENT60_13570,BBW30434.1,,1473045,1473723,neg,,transcriptional regulator,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1473927_1475310_pos,STN0717ENT60_13580,BBW30435.1,rhlE,1473927,1475310,pos,,ATP-dependent RNA helicase RhlE,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1475407_1477585_pos,STN0717ENT60_13590,BBW30436.1,,1475407,1477585,pos,,ATP-dependent DNA helicase DinG,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1477571_1478075_neg,STN0717ENT60_13600,BBW30437.1,,1477571,1478075,neg,,ferrous iron transporter B,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1478080_1479070_neg,STN0717ENT60_13610,BBW30438.1,,1478080,1479070,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1479091_1481635_neg,STN0717ENT60_13620,BBW30439.1,,1479091,1481635,neg,,usher protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1481661_1482336_neg,STN0717ENT60_13630,BBW30440.1,,1481661,1482336,neg,,fimbrial assembly chaperone,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1482405_1482942_neg,STN0717ENT60_13640,BBW30441.1,,1482405,1482942,neg,,ferrous iron transporter B,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1483198_1484161_pos,STN0717ENT60_13650,BBW30442.1,,1483198,1484161,pos,,DNA-binding protein YbiB,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1484278_1484539_neg,STN0717ENT60_13660,BBW30443.1,,1484278,1484539,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1484824_1485091_neg,STN0717ENT60_13670,BBW30444.1,,1484824,1485091,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1485214_1485478_neg,STN0717ENT60_13680,BBW30445.1,,1485214,1485478,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1485720_1486632_pos,STN0717ENT60_13690,BBW30446.1,rlmF,1485720,1486632,pos,,ribosomal RNA large subunit methyltransferase F,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1486677_1488888_neg,STN0717ENT60_13700,BBW30447.1,,1486677,1488888,neg,,mechanosensitive channel protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1489008_1489731_neg,STN0717ENT60_13710,BBW30448.1,,1489008,1489731,neg,,glutamine ABC transporter ATP-binding protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1489727_1490387_neg,STN0717ENT60_13720,BBW30449.1,,1489727,1490387,neg,,glutamine ABC transporter permease GlnP,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1490480_1491224_neg,STN0717ENT60_13730,BBW30450.1,,1490480,1491224,neg,,glutamine ABC transporter substrate-binding protein GlnH,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1491585_1492089_neg,STN0717ENT60_13740,BBW30451.1,dps,1491585,1492089,neg,,DNA protection during starvation protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1492387_1493275_neg,STN0717ENT60_13750,BBW30452.1,,1492387,1493275,neg,,threonine/homoserine exporter RhtA,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1493629_1494148_pos,STN0717ENT60_13760,BBW30453.1,ompX,1493629,1494148,pos,,outer membrane protein X,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1494260_1495844_neg,STN0717ENT60_13770,BBW30454.1,,1494260,1495844,neg,,sulfatase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1496113_1496242_neg,STN0717ENT60_13780,BBW30455.1,,1496113,1496242,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1496425_1496899_pos,STN0717ENT60_13790,BBW30456.1,,1496425,1496899,pos,,transcriptional regulator MntR,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1496895_1498005_pos,STN0717ENT60_13800,BBW30457.1,,1496895,1498005,pos,,anion transporter,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1498106_1499201_pos,STN0717ENT60_13810,BBW30458.1,,1498106,1499201,pos,,multidrug export protein EmrA,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1499197_1500769_pos,STN0717ENT60_13820,BBW30459.1,,1499197,1500769,pos,,MFS transporter,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1500768_1502292_pos,STN0717ENT60_13830,BBW30460.1,,1500768,1502292,pos,,RND transporter,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1502394_1503435_pos,STN0717ENT60_13840,BBW30461.1,,1502394,1503435,pos,,aldo/keto reductase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1503781_1505956_pos,STN0717ENT60_13850,BBW30462.1,iroN,1503781,1505956,pos,,salmochelin receptor IroN,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1506000_1506957_neg,STN0717ENT60_13860,BBW30463.1,iroE,1506000,1506957,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1507040_1508270_neg,STN0717ENT60_13870,BBW30464.1,iroD,1507040,1508270,neg,,enterochelin esterase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1508371_1512031_neg,STN0717ENT60_13880,BBW30465.1,iroC,1508371,1512031,neg,,ABC transporter,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1512172_1513288_neg,STN0717ENT60_13890,BBW30466.1,iroB,1512172,1513288,neg,,glucosyltransferase IroB,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1513958_1515146_pos,STN0717ENT60_13900,BBW30467.1,,1513958,1515146,pos,,drug-efflux protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1515142_1517083_pos,STN0717ENT60_13910,BBW30468.1,macB,1515142,1517083,pos,,macrolide export ATP-binding/permease protein MacB,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1517086_1518457_pos,STN0717ENT60_13920,BBW30469.1,macC,1517086,1518457,pos,,RND transporter,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1518641_1520018_pos,STN0717ENT60_13930,BBW30470.1,,1518641,1520018,pos,,6-phospho-beta-glucosidase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1520069_1521392_pos,STN0717ENT60_13940,BBW30471.1,,1520069,1521392,pos,,permease IIC component,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1521406_1522123_pos,STN0717ENT60_13950,BBW30472.1,,1521406,1522123,pos,,GntR family transcriptional regulator,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1522164_1523085_neg,STN0717ENT60_13960,BBW30473.1,,1522164,1523085,neg,,transpeptidase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1523307_1524903_pos,STN0717ENT60_13970,BBW30474.1,,1523307,1524903,pos,,ABC-F family ATPase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1524995_1527359_neg,STN0717ENT60_13980,BBW30475.1,,1524995,1527359,neg,,alpha-glucosidase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1527376_1528678_neg,STN0717ENT60_13990,BBW30476.1,,1527376,1528678,neg,,MFS transporter,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1528964_1530038_pos,STN0717ENT60_14000,BBW30477.1,,1528964,1530038,pos,,LacI family transcriptional regulator,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1530034_1531291_neg,STN0717ENT60_14010,BBW30478.1,,1530034,1531291,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1531442_1532258_neg,STN0717ENT60_14020,BBW30479.1,,1531442,1532258,neg,,sugar-phosphatase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1532476_1534909_neg,STN0717ENT60_14030,BBW30480.1,,1532476,1534909,neg,,glycyl radical enzyme,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1534913_1535813_neg,STN0717ENT60_14040,BBW30481.1,,1534913,1535813,neg,,pyruvate formate-lyase 3-activating protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1535940_1536603_pos,STN0717ENT60_14050,BBW30482.1,fsa,1535940,1536603,pos,,fructose-6-phosphate aldolase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1536717_1537470_neg,STN0717ENT60_14060,BBW30483.1,,1536717,1537470,neg,,molybdopterin-synthase adenylyltransferase MoeB,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1537471_1538704_neg,STN0717ENT60_14070,BBW30484.1,,1537471,1538704,neg,,molybdopterin molybdenumtransferase MoeA,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1538893_1539832_pos,STN0717ENT60_14080,BBW30485.1,,1538893,1539832,pos,,L-asparaginase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1539843_1541715_pos,STN0717ENT60_14090,BBW30486.1,,1539843,1541715,pos,,glutathione ABC transporter ATP-binding protein GsiA,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1541738_1543277_pos,STN0717ENT60_14100,BBW30487.1,,1541738,1543277,pos,,glutathione ABC transporter substrate-binding protein GsiB,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1543282_1544203_pos,STN0717ENT60_14110,BBW30488.1,,1543282,1544203,pos,,glutathione ABC transporter permease GsiC,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1544204_1545116_pos,STN0717ENT60_14120,BBW30489.1,,1544204,1545116,pos,,glutathione ABC transporter permease GsiD,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1545179_1546505_neg,STN0717ENT60_14130,BBW30490.1,rimO,1545179,1546505,neg,,ribosomal protein S12 methylthiotransferase RimO,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1546722_1547106_pos,STN0717ENT60_14140,BBW30491.1,,1546722,1547106,pos,,biofilm formation regulatory protein BssR,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1547212_1548331_pos,STN0717ENT60_14150,BBW30492.1,,1547212,1548331,pos,,aldose dehydrogenase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1548331_1548958_neg,STN0717ENT60_14160,BBW30493.1,,1548331,1548958,neg,,glutathione S-transferase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1549201_1550407_pos,STN0717ENT60_14170,BBW30494.1,,1549201,1550407,pos,,serine-type D-Ala-D-Ala carboxypeptidase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1550493_1551252_neg,STN0717ENT60_14180,BBW30495.1,,1550493,1551252,neg,,DNA-binding transcriptional repressor DeoR,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1551319_1551928_neg,STN0717ENT60_14190,BBW30496.1,,1551319,1551928,neg,,undecaprenyl-diphosphatase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1551935_1552664_neg,STN0717ENT60_14200,BBW30497.1,,1551935,1552664,neg,,phosphoesterase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1552831_1554064_pos,STN0717ENT60_14210,BBW30498.1,,1552831,1554064,pos,,multidrug transporter MdfA,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1554154_1554967_neg,STN0717ENT60_14220,BBW30499.1,,1554154,1554967,neg,,sugar phosphatase SupH,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1554956_1556171_neg,STN0717ENT60_14230,BBW30500.1,,1554956,1556171,neg,,MFS transporter,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1556253_1556805_pos,STN0717ENT60_14240,BBW30501.1,,1556253,1556805,pos,,DNA-binding transcriptional regulator,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1556826_1557258_neg,STN0717ENT60_14250,BBW30502.1,,1556826,1557258,neg,,arsenate reductase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1557270_1558560_neg,STN0717ENT60_14260,BBW30503.1,,1557270,1558560,neg,,arsenical pump membrane protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1558600_1558921_neg,STN0717ENT60_14270,BBW30504.1,,1558600,1558921,neg,,transcriptional regulator,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1559030_1559522_neg,STN0717ENT60_14280,BBW30505.1,hcp/tssD,1559030,1559522,neg,,"type VI secretion system protein, Hcp family",,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1559523_1559802_neg,STN0717ENT60_14290,BBW30506.1,,1559523,1559802,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1559776_1560298_neg,STN0717ENT60_14300,BBW30507.1,,1559776,1560298,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1560965_1562738_neg,STN0717ENT60_14310,BBW30508.1,,1560965,1562738,neg,,putative transport protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1562925_1563300_pos,STN0717ENT60_14320,BBW30509.1,,1562925,1563300,pos,,membrane protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1563330_1563600_neg,STN0717ENT60_14330,BBW30510.1,,1563330,1563600,neg,,"glutaredoxin, GrxA family protein",,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1563785_1564508_pos,STN0717ENT60_14340,BBW30511.1,,1563785,1564508,pos,,NADPH-dependent oxidoreductase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1564551_1565475_pos,STN0717ENT60_14350,BBW30512.1,rimK,1564551,1565475,pos,,putative alpha-L-glutamate ligase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1565538_1566015_pos,STN0717ENT60_14360,BBW30513.1,,1565538,1566015,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1566365_1567478_pos,STN0717ENT60_14370,BBW30514.1,,1566365,1567478,pos,,putrescine-binding periplasmic protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1567621_1568755_pos,STN0717ENT60_14380,BBW30515.1,,1567621,1568755,pos,,polyamine-transporting ATPase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1568764_1569718_pos,STN0717ENT60_14390,BBW30516.1,,1568764,1569718,pos,,putrescine ABC transporter permease,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1569714_1570560_pos,STN0717ENT60_14400,BBW30517.1,,1569714,1570560,pos,,putrescine ABC transporter permease PotI,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1570626_1571100_pos,STN0717ENT60_14410,BBW30518.1,,1570626,1571100,pos,,membrane protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1571140_1572277_pos,STN0717ENT60_14420,BBW30519.1,rlmC,1571140,1572277,pos,,23S rRNA (uracil(747)-C(5))-methyltransferase RlmC,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1572389_1573097_pos,STN0717ENT60_14430,BBW30520.1,,1572389,1573097,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1573080_1574550_pos,STN0717ENT60_14440,BBW30521.1,,1573080,1574550,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1574626_1575358_neg,STN0717ENT60_14450,BBW30522.1,,1574626,1575358,neg,,arginine/ornithine ABC transporter substrate-binding protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1575537_1576206_neg,STN0717ENT60_14460,BBW30523.1,,1575537,1576206,neg,,arginine transporter permease subunit ArtM,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1576205_1576922_neg,STN0717ENT60_14470,BBW30524.1,,1576205,1576922,neg,,arginine transporter permease subunit ArtQ,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1576928_1577660_neg,STN0717ENT60_14480,BBW30525.1,,1576928,1577660,neg,,arginine ABC transporter substrate-binding protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1577678_1578407_neg,STN0717ENT60_14490,BBW30526.1,,1577678,1578407,neg,,arginine ABC transporter ATP-binding protein ArtP,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1578633_1579152_neg,STN0717ENT60_14500,BBW30527.1,,1578633,1579152,neg,,lipoprotein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1579249_1579573_pos,STN0717ENT60_14510,BBW30528.1,,1579249,1579573,pos,,UPF0145 protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1579569_1580400_pos,STN0717ENT60_14520,BBW30529.1,,1579569,1580400,pos,,N-acetylmuramoyl-L-alanine amidase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1580669_1581293_pos,STN0717ENT60_14530,BBW30530.1,,1580669,1581293,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1581289_1581928_neg,STN0717ENT60_14540,BBW30531.1,,1581289,1581928,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1581927_1583490_neg,STN0717ENT60_14550,BBW30532.1,,1581927,1583490,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1583748_1584318_pos,STN0717ENT60_14560,BBW30533.1,,1583748,1584318,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1584534_1586451_pos,STN0717ENT60_14570,BBW30534.1,gspD,1584534,1586451,pos,,type II secretion system protein GspD,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1586464_1587943_pos,STN0717ENT60_14580,BBW30535.1,gspE,1586464,1587943,pos,,type II secretion system protein GspE,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1587942_1589151_pos,STN0717ENT60_14590,BBW30536.1,gspF,1587942,1589151,pos,,type II secretion system protein GspF,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1589154_1589604_pos,STN0717ENT60_14600,BBW30537.1,gspG,1589154,1589604,pos,,type II secretion system protein GspG,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1589603_1590089_pos,STN0717ENT60_14610,BBW30538.1,gspH,1589603,1590089,pos,,type II secretion system protein GspH,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1590081_1590462_pos,STN0717ENT60_14620,BBW30539.1,gspI,1590081,1590462,pos,,type II secretion system protein GspI,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1590458_1591067_pos,STN0717ENT60_14630,BBW30540.1,gspJ,1590458,1591067,pos,,type II secretion system protein GspJ,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1591063_1592074_pos,STN0717ENT60_14640,BBW30541.1,gspK,1591063,1592074,pos,,type II secretion system protein K,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1592089_1593223_pos,STN0717ENT60_14650,BBW30542.1,gspL,1592089,1593223,pos,,type II secretion system protein L,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1593219_1593705_pos,STN0717ENT60_14660,BBW30543.1,gspM,1593219,1593705,pos,,general secretion pathway protein GspM,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1593701_1594499_pos,STN0717ENT60_14670,BBW30544.1,gspO,1593701,1594499,pos,,type 4 prepilin-like proteins leader peptide-processing enzyme,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1594753_1597456_pos,STN0717ENT60_14680,BBW30545.1,,1594753,1597456,pos,,glycoside hydrolase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1597558_1597999_pos,STN0717ENT60_14690,BBW30546.1,,1597558,1597999,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1598133_1599945_pos,STN0717ENT60_14700,BBW30547.1,,1598133,1599945,pos,,chitinase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1600091_1601105_neg,STN0717ENT60_14710,BBW30548.1,,1600091,1601105,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1601197_1602634_neg,STN0717ENT60_14720,BBW30549.1,,1601197,1602634,neg,,NAD(P)-dependent oxidoreductase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1602644_1603646_neg,STN0717ENT60_14730,BBW30550.1,,1602644,1603646,neg,,low-specificity L-threonine aldolase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1603684_1605403_neg,STN0717ENT60_14740,BBW30551.1,,1603684,1605403,neg,,pyruvate dehydrogenase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1605717_1606686_neg,STN0717ENT60_14750,BBW30552.1,,1605717,1606686,neg,,hybrid-cluster NAD(P)-dependent oxidoreductase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1606696_1608349_neg,STN0717ENT60_14760,BBW30553.1,hcp,1606696,1608349,neg,,hydroxylamine reductase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1608493_1609393_neg,STN0717ENT60_14770,BBW30554.1,,1608493,1609393,neg,,membrane protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1609572_1610370_neg,STN0717ENT60_14780,BBW30555.1,aqpZ,1609572,1610370,neg,,aquaporin Z,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1610558_1612217_pos,STN0717ENT60_14790,BBW30556.1,,1610558,1612217,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1612213_1613170_neg,STN0717ENT60_14800,BBW30557.1,,1612213,1613170,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1613329_1614445_pos,STN0717ENT60_14810,BBW30558.1,,1613329,1614445,pos,,macrolide transporter subunit MacA,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1614441_1616382_pos,STN0717ENT60_14820,BBW30559.1,macB,1614441,1616382,pos,,macrolide export ATP-binding/permease protein MacB,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1616452_1616674_neg,STN0717ENT60_14830,BBW30560.1,,1616452,1616674,neg,,cold-shock protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1616941_1617262_pos,STN0717ENT60_14840,BBW30561.1,clpS,1616941,1617262,pos,,ATP-dependent Clp protease adapter protein ClpS,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1617289_1619569_pos,STN0717ENT60_14850,BBW30562.1,,1617289,1619569,pos,,ATP-dependent Clp protease ATP-binding subunit ClpA,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1619774_1619993_neg,STN0717ENT60_14860,BBW30563.1,infA,1619774,1619993,neg,,translation initiation factor IF-1,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1620277_1620982_neg,STN0717ENT60_14870,BBW30564.1,aat,1620277,1620982,neg,,leucyl/phenylalanyl-tRNA--protein transferase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1621027_1622749_neg,STN0717ENT60_14880,BBW30565.1,,1621027,1622749,neg,,cysteine/glutathione ABC transporter ATP-binding protein/permease CydC,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1622748_1624515_neg,STN0717ENT60_14890,BBW30566.1,,1622748,1624515,neg,,thiol reductant ABC exporter subunit CydD,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1624629_1625598_neg,STN0717ENT60_14900,BBW30567.1,,1624629,1625598,neg,,thioredoxin reductase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1626141_1626636_pos,STN0717ENT60_14910,BBW30568.1,,1626141,1626636,pos,,leucine-responsive regulatory protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_1626771_1630440_pos,STN0717ENT60_14920,BBW30569.1,,1626771,1630440,pos,,DNA translocase FtsK,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
