,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_CP056460.1_1705013_1706654_pos,HV217_08110,QLU71317.1,pqiB,1705013,1706654,pos,,intermembrane transport protein PqiB,,,,COORDINATES: similar to AA sequence:RefSeq:NP_460038.1
CDS_CP056460.1_1706650_1707217_pos,HV217_08115,QLU71318.1,pqiC,1706650,1707217,pos,,membrane integrity-associated transporter subunit PqiC,,,,COORDINATES: similar to AA sequence:RefSeq:NP_460039.1
CDS_CP056460.1_1707471_1707639_pos,HV217_08120,QLU71319.1,rmf,1707471,1707639,pos,,ribosome modulation factor,,,,COORDINATES: similar to AA sequence:RefSeq:NP_309064.1
CDS_CP056460.1_1707710_1708229_neg,HV217_08125,QLU71320.1,fabA,1707710,1708229,neg,,bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase,,4.2.1.59,,COORDINATES: similar to AA sequence:RefSeq:WP_014915875.1
CDS_CP056460.1_1708297_1710058_neg,HV217_08130,QLU71321.1,,1708297,1710058,neg,,Lon protease family protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_460042.1
CDS_CP056460.1_1710244_1710697_pos,HV217_08135,QLU71322.1,matP,1710244,1710697,pos,,macrodomain Ter protein MatP,,,,COORDINATES: similar to AA sequence:RefSeq:NP_460043.1
CDS_CP056460.1_1710762_1711815_neg,HV217_08140,QLU71323.1,ompA,1710762,1711815,neg,,porin OmpA,,,,COORDINATES: similar to AA sequence:RefSeq:NP_460044.1
CDS_CP056460.1_1712171_1712681_neg,HV217_08145,QLU74379.1,sulA,1712171,1712681,neg,,cell division inhibitor SulA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014883253.1
CDS_CP056460.1_1712898_1713525_pos,HV217_08150,QLU71324.1,,1712898,1713525,pos,,TfoX/Sxy family DNA transformation protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_008499926.1
CDS_CP056460.1_1713481_1715644_neg,HV217_08155,QLU71325.1,yccS,1713481,1715644,neg,,TIGR01666 family membrane protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_008499925.1
CDS_CP056460.1_1715662_1716109_neg,HV217_08160,QLU71326.1,,1715662,1716109,neg,,YccF domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_415481.1
CDS_CP056460.1_1716231_1718286_pos,HV217_08165,QLU71327.1,helD,1716231,1718286,pos,,DNA helicase IV,,3.6.4.12,,COORDINATES: similar to AA sequence:RefSeq:NP_415482.1
CDS_CP056460.1_1718339_1718798_neg,HV217_08170,QLU71328.1,mgsA,1718339,1718798,neg,,methylglyoxal synthase,,4.2.3.3,,COORDINATES: similar to AA sequence:RefSeq:NP_460050.1
CDS_CP056460.1_1718878_1719541_neg,HV217_08175,QLU71329.1,,1718878,1719541,neg,,DUF2057 family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015570892.1
CDS_CP056460.1_1719712_1720126_pos,HV217_08180,QLU71330.1,,1719712,1720126,pos,,CoA-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_309076.1
CDS_CP056460.1_1720158_1720476_neg,HV217_08185,QLU71331.1,hspQ,1720158,1720476,neg,,heat shock protein HspQ,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005123508.1
CDS_CP056460.1_1720536_1721727_neg,HV217_08190,QLU71332.1,rlmI,1720536,1721727,neg,,23S rRNA (cytosine(1962)-C(5))-methyltransferase RlmI,,2.1.1.191,,COORDINATES: similar to AA sequence:RefSeq:NP_415487.4
CDS_CP056460.1_1721820_1722102_pos,HV217_08195,QLU74380.1,yccX,1721820,1722102,pos,,acylphosphatase,,3.6.1.7,,COORDINATES: similar to AA sequence:RefSeq:WP_004849561.1
CDS_CP056460.1_1722098_1722428_neg,HV217_08200,QLU71333.1,tusE,1722098,1722428,neg,,sulfurtransferase TusE,,2.8.1.-,,COORDINATES: similar to AA sequence:RefSeq:NP_309080.2
CDS_CP056460.1_1722516_1723176_neg,HV217_08205,QLU71334.1,yccA,1722516,1723176,neg,,FtsH protease modulator YccA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000375124.1
CDS_CP056460.1_1723446_1725075_pos,HV217_08210,QLU71335.1,,1723446,1725075,pos,,oligopeptide ABC transporter substrate-binding protein OppA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_010429388.1
CDS_CP056460.1_1725636_1726482_pos,HV217_08220,QLU71336.1,,1725636,1726482,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004199719.1
CDS_CP056460.1_1726652_1726865_pos,HV217_08225,QLU71337.1,,1726652,1726865,pos,,AlpA family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_008499902.1
CDS_CP056460.1_1726884_1727202_pos,HV217_08230,QLU71338.1,,1726884,1727202,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016243655.1
CDS_CP056460.1_1727287_1727584_pos,HV217_08235,QLU71339.1,,1727287,1727584,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_011093212.1
CDS_CP056460.1_1727634_1727871_pos,HV217_08240,QLU71340.1,,1727634,1727871,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016243653.1
CDS_CP056460.1_1727925_1728291_pos,HV217_08245,QLU71341.1,,1727925,1728291,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_008499898.1
CDS_CP056460.1_1728353_1728590_pos,HV217_08250,QLU71342.1,,1728353,1728590,pos,,DNA-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000564592.1
CDS_CP056460.1_1728638_1729106_neg,HV217_08255,QLU71343.1,,1728638,1729106,neg,,DUF4756 family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001233363.1
CDS_CP056460.1_1729205_1729907_neg,HV217_08260,QLU71344.1,,1729205,1729907,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001588076.1
CDS_CP056460.1_1730788_1731121_pos,HV217_08265,QLU71345.1,,1730788,1731121,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_020806197.1
CDS_CP056460.1_1731626_1732193_pos,HV217_08270,QLU71346.1,,1731626,1732193,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001386505.1
CDS_CP056460.1_1732208_1732760_pos,HV217_08275,QLU71347.1,,1732208,1732760,pos,,membrane lipoprotein lipid attachment site-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_008499886.1
CDS_CP056460.1_1732770_1733046_pos,HV217_08280,QLU71348.1,,1732770,1733046,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004151481.1
CDS_CP056460.1_1733504_1733720_pos,HV217_08285,QLU71349.1,,1733504,1733720,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000655890.1
CDS_CP056460.1_1733810_1734092_pos,HV217_08290,QLU71350.1,,1733810,1734092,pos,,helix-turn-helix transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005969687.1
CDS_CP056460.1_1734084_1735185_pos,HV217_08295,QLU71351.1,,1734084,1735185,pos,,RNA-directed DNA polymerase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000549475.1
CDS_CP056460.1_1735404_1736055_pos,HV217_08300,QLU71352.1,,1735404,1736055,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_008499882.1
CDS_CP056460.1_1736175_1736513_pos,HV217_08305,,,1736175,1736513,pos,True,transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076611558.1
CDS_CP056460.1_1736781_1737372_pos,HV217_08310,QLU71353.1,,1736781,1737372,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1737392_1738229_neg,HV217_08315,QLU71354.1,,1737392,1738229,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1738632_1738833_pos,HV217_08320,QLU71355.1,,1738632,1738833,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016240050.1
CDS_CP056460.1_1738854_1739358_pos,HV217_08325,QLU71356.1,,1738854,1739358,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016243634.1
CDS_CP056460.1_1739384_1740794_neg,HV217_08330,QLU71357.1,,1739384,1740794,neg,,MobA/MobL family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016243633.1
CDS_CP056460.1_1741520_1741805_pos,HV217_08335,QLU71358.1,,1741520,1741805,pos,,DUF3892 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_011094428.1
CDS_CP056460.1_1741995_1742247_pos,HV217_08340,QLU71359.1,,1741995,1742247,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_020324288.1
CDS_CP056460.1_1742243_1742597_pos,HV217_08345,QLU71360.1,,1742243,1742597,pos,,conjugal transfer protein TraD,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016243629.1
CDS_CP056460.1_1742776_1743196_pos,HV217_08350,QLU71361.1,,1742776,1743196,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1743202_1743448_neg,HV217_08355,QLU71362.1,,1743202,1743448,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1743516_1743915_neg,HV217_08360,QLU71363.1,,1743516,1743915,neg,,H-NS histone family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015730201.1
CDS_CP056460.1_1744092_1745892_pos,HV217_08365,QLU71364.1,,1744092,1745892,pos,,tail fiber protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001127942.1
CDS_CP056460.1_1746045_1749006_neg,HV217_08370,QLU71365.1,,1746045,1749006,neg,,DEAD/DEAH box helicase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001751376.1
CDS_CP056460.1_1749015_1751019_neg,HV217_08375,QLU71366.1,,1749015,1751019,neg,,site-specific DNA-methyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_020239317.1
CDS_CP056460.1_1751213_1752602_pos,HV217_08380,QLU74381.1,,1751213,1752602,pos,,SpnT protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_020803150.1
CDS_CP056460.1_1752648_1752982_neg,HV217_08385,,,1752648,1752982,neg,True,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001751368.1
CDS_CP056460.1_1752954_1754178_neg,HV217_08390,QLU71367.1,,1752954,1754178,neg,,integrase arm-type DNA-binding domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001607533.1
CDS_CP056460.1_1754427_1755180_neg,HV217_08395,,,1754427,1755180,neg,True,ABC transporter ATP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_003858124.1
CDS_CP056460.1_1755176_1756208_neg,HV217_08400,QLU71368.1,,1755176,1756208,neg,,iron ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015570886.1
CDS_CP056460.1_1756204_1757212_neg,HV217_08405,QLU71369.1,,1756204,1757212,neg,,ABC transporter substrate-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_003858120.1
CDS_CP056460.1_1757385_1758999_pos,HV217_08410,QLU71370.1,,1757385,1758999,pos,,mechanosensitive ion channel,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017384783.1
CDS_CP056460.1_1759030_1759558_neg,HV217_08415,QLU71371.1,,1759030,1759558,neg,,response regulator transcription factor,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015570883.1
CDS_CP056460.1_1759575_1760427_neg,HV217_08420,QLU71372.1,,1759575,1760427,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1760834_1761836_neg,HV217_08430,QLU71373.1,,1760834,1761836,neg,,magnesium transporter,,,,COORDINATES: similar to AA sequence:RefSeq:WP_003858115.1
CDS_CP056460.1_1762224_1762725_pos,HV217_08435,QLU71374.1,,1762224,1762725,pos,,DedA family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_003858113.1
CDS_CP056460.1_1762830_1764072_pos,HV217_08440,QLU71375.1,agp,1762830,1764072,pos,,bifunctional glucose-1-phosphatase/inositol phosphatase,,3.1.3.10,,COORDINATES: similar to AA sequence:RefSeq:NP_309185.1
CDS_CP056460.1_1764103_1764331_neg,HV217_08445,QLU71376.1,,1764103,1764331,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002898701.1
CDS_CP056460.1_1764349_1764946_neg,HV217_08450,QLU71377.1,wrbA,1764349,1764946,neg,,NAD(P)H:quinone oxidoreductase,,1.6.5.2,,COORDINATES: similar to AA sequence:RefSeq:YP_005226204.1
CDS_CP056460.1_1765337_1765508_pos,HV217_08455,QLU71378.1,,1765337,1765508,pos,,general stress protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_003036022.1
CDS_CP056460.1_1765624_1766545_pos,HV217_08460,QLU71379.1,,1765624,1766545,pos,,DMT family transporter,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017384777.1
CDS_CP056460.1_1766647_1767964_neg,HV217_08465,QLU71380.1,rutG,1766647,1767964,neg,,pyrimidine utilization transport protein G,,,,COORDINATES: similar to AA sequence:RefSeq:WP_010429495.1
CDS_CP056460.1_1767985_1768480_neg,HV217_08470,QLU71381.1,rutF,1767985,1768480,neg,,pyrimidine utilization flavin reductase protein F,,,,COORDINATES: similar to AA sequence:RefSeq:NP_415527.4
CDS_CP056460.1_1768489_1769080_neg,HV217_08475,QLU71382.1,,1768489,1769080,neg,,malonic semialdehyde reductase,,1.1.1.298,,COORDINATES: similar to AA sequence:RefSeq:WP_014831385.1
CDS_CP056460.1_1769089_1769890_neg,HV217_08480,QLU71383.1,rutD,1769089,1769890,neg,,pyrimidine utilization protein D,,,,COORDINATES: similar to AA sequence:RefSeq:NP_309282.1
CDS_CP056460.1_1769897_1770284_neg,HV217_08485,QLU71384.1,rutC,1769897,1770284,neg,,pyrimidine utilization protein C,,,,COORDINATES: similar to AA sequence:RefSeq:WP_010429508.1
CDS_CP056460.1_1770295_1770985_neg,HV217_08490,QLU71385.1,rutB,1770295,1770985,neg,,pyrimidine utilization protein B,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001697026.1
CDS_CP056460.1_1770984_1772076_neg,HV217_08495,QLU71386.1,rutA,1770984,1772076,neg,,pyrimidine utilization protein A,,,,COORDINATES: similar to AA sequence:RefSeq:NP_309285.4
CDS_CP056460.1_1772321_1772960_pos,HV217_08500,QLU71387.1,rutR,1772321,1772960,pos,,HTH-type transcriptional regulator RutR,,,,COORDINATES: similar to AA sequence:RefSeq:NP_309286.1
CDS_CP056460.1_1773453_1773846_neg,HV217_08505,QLU74382.1,,1773453,1773846,neg,,lysozyme inhibitor LprI family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_008499817.1
CDS_CP056460.1_1773947_1777910_neg,HV217_08510,QLU71388.1,putA,1773947,1777910,neg,,trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase,,,,COORDINATES: similar to AA sequence:RefSeq:NP_415534.1
CDS_CP056460.1_1778332_1779841_pos,HV217_08515,QLU71389.1,putP,1778332,1779841,pos,,sodium/proline symporter PutP,,,,COORDINATES: similar to AA sequence:RefSeq:NP_460097.1
CDS_CP056460.1_1779913_1780333_pos,HV217_08520,QLU71390.1,,1779913,1780333,pos,,DUF3574 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_012016939.1
CDS_CP056460.1_1780403_1781588_neg,HV217_08525,QLU71391.1,,1780403,1781588,neg,,NupC/NupG family nucleoside CNT transporter,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014729164.1
CDS_CP056460.1_1781839_1782673_pos,HV217_08530,QLU71392.1,,1781839,1782673,pos,,FTR1 family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_013097186.1
CDS_CP056460.1_1782714_1783842_pos,HV217_08535,QLU71393.1,,1782714,1783842,pos,,iron uptake system protein EfeO,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226224.1
CDS_CP056460.1_1783845_1785129_pos,HV217_08540,QLU71394.1,efeB,1783845,1785129,pos,,deferrochelatase/peroxidase EfeB,,,,COORDINATES: similar to AA sequence:RefSeq:WP_008503508.1
CDS_CP056460.1_1785628_1786420_pos,HV217_08545,QLU71395.1,phoH,1785628,1786420,pos,,phosphate starvation-inducible protein PhoH,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017384762.1
CDS_CP056460.1_1786839_1788345_pos,HV217_08550,QLU71396.1,,1786839,1788345,pos,,alanine:cation symporter family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017693655.1
CDS_CP056460.1_1788966_1789644_neg,HV217_08565,QLU71397.1,,1788966,1789644,neg,,isochorismatase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226229.1
CDS_CP056460.1_1789664_1790525_neg,HV217_08570,QLU71398.1,,1789664,1790525,neg,,pirin family protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_459927.1
CDS_CP056460.1_1790634_1791540_pos,HV217_08575,QLU71399.1,,1790634,1791540,pos,,LysR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226231.1
CDS_CP056460.1_1792284_1793223_pos,HV217_08595,QLU71400.1,ghrA,1792284,1793223,pos,,glyoxylate/hydroxypyruvate reductase GhrA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_008500851.1
CDS_CP056460.1_1793307_1794045_pos,HV217_08600,QLU71401.1,,1793307,1794045,pos,,phosphatase,,,,COORDINATES: similar to AA sequence:RefSeq:NP_309438.1
CDS_CP056460.1_1794064_1794619_pos,HV217_08605,QLU71402.1,,1794064,1794619,pos,,molecular chaperone,,,,COORDINATES: similar to AA sequence:RefSeq:NP_415553.1
CDS_CP056460.1_1794706_1795198_pos,HV217_08610,QLU71403.1,,1794706,1795198,pos,,DUF1097 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006809297.1
CDS_CP056460.1_1795240_1796074_neg,HV217_08615,QLU71404.1,csgG,1795240,1796074,neg,,curli production assembly/transport protein CsgG,,,,COORDINATES: similar to AA sequence:RefSeq:NP_460110.1
CDS_CP056460.1_1796100_1796517_neg,HV217_08620,QLU71405.1,csgF,1796100,1796517,neg,,curli production assembly/transport protein CsgF,,,,COORDINATES: similar to AA sequence:RefSeq:NP_309442.1
CDS_CP056460.1_1796543_1796933_neg,HV217_08625,QLU71406.1,csgE,1796543,1796933,neg,,curli production assembly/transport protein CsgE,,,,COORDINATES: similar to AA sequence:RefSeq:NP_309443.1
CDS_CP056460.1_1796937_1797588_neg,HV217_08630,QLU71407.1,csgD,1796937,1797588,neg,,transcriptional regulator CsgD,,,,COORDINATES: similar to AA sequence:RefSeq:NP_460113.1
CDS_CP056460.1_1798330_1798786_pos,HV217_08635,QLU71408.1,csgB,1798330,1798786,pos,,curlin minor subunit CsgB,,,,COORDINATES: similar to AA sequence:RefSeq:NP_706951.2
CDS_CP056460.1_1798825_1799281_pos,HV217_08640,QLU71409.1,csgA,1798825,1799281,pos,,curlin major subunit CsgA,,,,COORDINATES: similar to AA sequence:RefSeq:NP_309447.1
CDS_CP056460.1_1799337_1799670_pos,HV217_08645,QLU71410.1,csgC,1799337,1799670,pos,,curli assembly protein CsgC,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017384752.1
CDS_CP056460.1_1799823_1800144_pos,HV217_08650,QLU71411.1,,1799823,1800144,pos,,type 1 fimbrial protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_003858038.1
CDS_CP056460.1_1800224_1800761_pos,HV217_08655,QLU71412.1,ymdB,1800224,1800761,pos,,O-acetyl-ADP-ribose deacetylase,,3.1.1.-,,COORDINATES: similar to AA sequence:RefSeq:WP_003858037.1
CDS_CP056460.1_1800802_1801942_neg,HV217_08660,QLU71413.1,mdoC,1800802,1801942,neg,,glucans biosynthesis protein MdoC,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015570848.1
CDS_CP056460.1_1802197_1803751_pos,HV217_08665,QLU71414.1,mdoG,1802197,1803751,pos,,glucans biosynthesis protein MdoG,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226239.1
CDS_CP056460.1_1803743_1806272_pos,HV217_08670,QLU71415.1,mdoH,1803743,1806272,pos,,glucans biosynthesis glucosyltransferase MdoH,,2.4.1.-,,COORDINATES: similar to AA sequence:RefSeq:WP_017384748.1
CDS_CP056460.1_1806356_1806584_pos,HV217_08675,QLU71416.1,,1806356,1806584,pos,,YceK/YidQ family lipoprotein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016152609.1
CDS_CP056460.1_1806591_1806981_neg,HV217_08680,QLU71417.1,,1806591,1806981,neg,,secY/secA suppressor protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_013097161.1
CDS_CP056460.1_1807027_1807342_pos,HV217_08685,QLU71418.1,,1807027,1807342,pos,,recombinase family protein,,,,COORDINATES: protein motif:HMM:NF012464.1
CDS_CP056460.1_1807430_1808638_pos,HV217_08690,QLU74383.1,,1807430,1808638,pos,,IS3 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076611134.1
CDS_CP056460.1_1808855_1810214_pos,HV217_08695,QLU71419.1,,1808855,1810214,pos,,recombinase zinc beta ribbon domain-containing protein,,,,"COORDINATES: protein motif:HMM:NF019149.1,HMM:NF024800.1"
CDS_CP056460.1_1811082_1811619_pos,HV217_08700,QLU71420.1,,1811082,1811619,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1811690_1812152_pos,HV217_08705,QLU71421.1,,1811690,1812152,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1812615_1813347_pos,HV217_08710,QLU71422.1,,1812615,1813347,pos,,HNH endonuclease,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001080479.1
CDS_CP056460.1_1813364_1814177_pos,HV217_08715,QLU71423.1,,1813364,1814177,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1814257_1814524_pos,HV217_08720,QLU71424.1,,1814257,1814524,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1814555_1815290_neg,HV217_08725,QLU71425.1,,1814555,1815290,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1815486_1816092_neg,HV217_08730,QLU71426.1,,1815486,1816092,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1816100_1816664_neg,HV217_08735,QLU71427.1,,1816100,1816664,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1816724_1817060_neg,HV217_08740,QLU71428.1,,1816724,1817060,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1817257_1817932_pos,HV217_08745,QLU71429.1,,1817257,1817932,pos,,EAL domain-containing protein,,,,COORDINATES: protein motif:HMM:NF012772.1
CDS_CP056460.1_1817981_1818893_neg,HV217_08750,QLU71430.1,,1817981,1818893,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1818956_1819367_neg,HV217_08755,QLU71431.1,,1818956,1819367,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1819556_1820096_pos,HV217_08760,QLU71432.1,,1819556,1820096,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1819980_1821924_pos,HV217_08765,QLU71433.1,,1819980,1821924,pos,,phage terminase large subunit family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001537313.1
CDS_CP056460.1_1821933_1822419_pos,HV217_08770,QLU71434.1,,1821933,1822419,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1822418_1823930_pos,HV217_08775,QLU71435.1,,1822418,1823930,pos,,phage portal protein,,,,COORDINATES: protein motif:HMM:TIGR01539.1
CDS_CP056460.1_1823886_1825740_pos,HV217_08780,QLU71436.1,,1823886,1825740,pos,,phage major capsid protein,,,,COORDINATES: protein motif:HMM:TIGR01554.2
CDS_CP056460.1_1825752_1826052_pos,HV217_08785,QLU71437.1,,1825752,1826052,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1826053_1826491_pos,HV217_08790,QLU71438.1,,1826053,1826491,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1826493_1828182_pos,HV217_08795,QLU71439.1,,1826493,1828182,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1828181_1829354_pos,HV217_08800,QLU71440.1,,1828181,1829354,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1829398_1830546_pos,HV217_08805,QLU71441.1,,1829398,1830546,pos,,IS3 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076612015.1
CDS_CP056460.1_1830538_1831543_pos,HV217_08810,QLU71442.1,,1830538,1831543,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1831558_1832706_neg,HV217_08815,QLU71443.1,,1831558,1832706,neg,,IS3 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076612015.1
CDS_CP056460.1_1832965_1833439_pos,HV217_08820,QLU71444.1,,1832965,1833439,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1833478_1833769_pos,HV217_08825,QLU71445.1,,1833478,1833769,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1833825_1834134_pos,HV217_08830,QLU71446.1,,1833825,1834134,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1834123_1836586_pos,HV217_08835,QLU71447.1,,1834123,1836586,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1836637_1837192_pos,HV217_08840,QLU71448.1,,1836637,1837192,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1837195_1837840_pos,HV217_08845,QLU71449.1,,1837195,1837840,pos,,DUF2163 domain-containing protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1837839_1838235_pos,HV217_08850,QLU71450.1,,1837839,1838235,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_1838446_1839654_pos,HV217_08855,QLU74384.1,,1838446,1839654,pos,,IS3 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076611134.1
CDS_CP056460.1_1839730_1843120_pos,HV217_08860,QLU71451.1,,1839730,1843120,pos,,fibronectin type III domain-containing protein,,,,"COORDINATES: protein motif:HMM:NF012271.1,HMM:NF020885.1,HMM:NF023837.1, HMM:NF024939.1"
CDS_CP056460.1_1843157_1843436_pos,HV217_08865,QLU71452.1,,1843157,1843436,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
